,Lat,Lon,Suelo,Vs30,Distancia_km,Dist_hipocentro,Profundidad,Mw*,PGA_pred,PGA_predlog
81,17.798341,-98.559717,33.001421872197476,853.57428,197.96920973488596,198.4636188399659,14,6.8,30.343552,1.4820664
84,19.045439,-98.208468,29.753131163318038,334.21683,328.9615435874035,329.25931597968065,14,6.8,19.7659,1.2959166
89,17.067337,-96.723804,33.001421872197476,451.50266,183.56651423036126,184.09960659025162,14,6.8,34.65096,1.5397153
92,18.095563,-99.560805,33.001421872197476,429.57571,278.78059346274114,279.13190303409993,14,6.8,20.680561,1.3155624
93,18.477554,-97.383184,33.001421872197476,464.60016,275.68666185750453,276.0419090032056,14,6.8,20.307108,1.3076481
98,19.404505,-99.195246,27.123360080403284,436.99353,389.65019078996323,389.9016173121814,14,6.8,18.89162,1.2762692
111,17.535396,-101.262608,33.001421872197476,329.83124,391.16328152989826,391.4137361121074,14,6.8,15.9174795,1.2018743
112,19.699521,-103.447815,33.001421872197476,622.10376,721.5160835297623,721.6518958557007,14,6.8,5.6997547,0.75585616
114,19.928698,-99.833027,33.001421872197476,529.00757,470.3072958477028,470.5156241057024,14,6.8,10.409099,1.0174131
115,18.61763,-99.454086,33.001421872197476,442.72336,321.1455151166931,321.45052788814354,14,6.8,18.523655,1.2677267
116,19.044324,-96.414773,44.276666314707946,292.61612,375.6425175218372,375.90331332690295,14,6.8,30.308475,1.481564
117,19.394694,-99.148678,32.823017845092465,232.70119,386.9603493086785,387.2135224099159,14,6.8,29.922287,1.4759948
124,16.01435,-97.43863,33.001421872197476,283.59097,69.0651368809468,70.46980298244006,14,6.8,155.79504,2.1925535
126,19.2922,-99.1708,29.237753712029193,366.55466,376.96049298244253,377.2203775905619,14,6.8,18.395618,1.2647144
127,16.284353,-97.820692,33.001421872197476,341.53195,33.77940462992465,36.5656693792439,14,6.8,223.73494,2.3497338
130,18.07287,-102.754441,33.001421872197476,600.0,567.1219687165384,567.2947447323326,14,6.8,9.106062,0.9593306
134,17.078389,-96.744158,44.276666314707946,491.28497,182.48316443606467,183.01941236546418,14,6.8,55.784374,1.7465125
138,16.61081,-98.98399,33.001421872197476,288.94928,118.37037297746267,119.19540762472195,14,6.8,107.71226,2.0322652
142,16.758703,-99.233268,33.001421872197476,320.50287,150.59187475868322,151.24124022016923,14,6.8,59.261375,1.7727717
146,19.055379,-98.227092,33.001421872197476,354.87314,330.17888331840965,330.4755588381567,14,6.8,17.385561,1.2401887
149,19.365,-99.226,29.237753712029193,453.53766,386.6373576694904,386.89074212966824,14,6.8,19.533712,1.2907848
150,17.982551,-92.938748,24.810286417881752,227.67941,606.5374867651146,606.6990381163807,14,6.8,18.537235,1.268045
154,16.776805,-93.089492,33.001421872197476,531.28314,557.3805600700892,557.5563547696738,14,6.8,9.700474,0.9867929
156,17.226169,-100.638345,33.001421872197476,560.17114,313.7644200689126,314.07660100870464,14,6.8,19.736074,1.2952608
159,19.434521,-99.133503,31.959340682442914,226.8056,390.64569619847765,390.89648240729065,14,6.8,28.638102,1.4569442
161,17.988778,-94.54387,24.810286417881752,300.62491,443.80004324313745,444.02080850182085,14,6.8,19.410572,1.2880384
168,19.332671,-99.04135,28.63126756125964,293.79306,376.7739149788417,377.0339281927867,14,6.8,21.026562,1.3227682
175,17.082872,-96.718744,44.276666314707946,424.53152,185.04486703428404,185.57371262044595,14,6.8,60.70998,1.7832601
180,15.666837,-96.490506,33.001421872197476,498.83792,180.24405029406523,180.78693997744836,14,6.8,32.31115,1.5093524
181,19.436,-99.143,32.90196294199333,198.69783,391.12756343256024,391.37804087185503,14,6.8,30.65586,1.4865135
183,19.190906,-104.680633,33.001421872197476,409.68088,813.3848402235097,813.5053154745975,14,6.8,2.54503,0.40569293
185,16.654971,-96.729233,33.001421872197476,324.49927,160.20257942277743,160.81314142106456,14,6.8,111.71869,2.0481257
192,19.493,-99.128,32.90196294199333,180.0,396.654807478462,396.9017967908129,14,6.8,30.087534,1.4783866
211,16.91426,-99.81885,33.001421872197476,303.80798,216.44268292232303,216.8949860891516,14,6.8,29.665716,1.4722549
212,17.048881,-96.713269,32.823017845092465,273.39093,183.31245193613168,183.8462809926722,14,6.8,45.10171,1.654193
217,19.373,-99.098,32.823017845092465,211.91898,382.926863480289,383.1827015600416,14,6.8,30.65586,1.4865135
219,18.122359,-100.523804,33.001421872197476,436.80292,355.5006747845359,355.7762355361307,14,6.8,18.523655,1.2677267
223,17.061391,-96.716899,25.587519373094974,318.38348,183.7972741131879,184.32969910309714,14,6.8,40.80121,1.6106731
224,16.247374,-93.912575,38.847097797266784,478.65564,460.9447175723181,461.15727540376514,14,6.8,13.607325,1.1337727
227,20.682533,-103.4422,24.810286417881752,345.23602,787.0849334637692,787.2094336869102,14,6.8,4.2179947,0.62510604
231,19.325266,-103.760813,33.001421872197476,430.89362,729.2961350828041,729.430498845994,14,6.8,7.3890533,0.8685888
239,19.386,-99.054,32.823017845092465,226.63608,382.85667698561184,383.11256193508603,14,6.8,29.922287,1.4759948
242,18.860758,-97.094119,24.810286417881752,609.1994,325.9899139364542,326.29039824717,14,6.8,20.565557,1.3131405
247,15.97695,-96.490739,33.001421872197476,849.63373,174.39958661632403,174.96061217298225,14,6.8,41.28983,1.615843
256,16.874294,-99.886505,33.001421872197476,900.0,221.49739144214595,221.9393935642684,14,6.8,29.985296,1.4769083
262,15.947684,-97.187204,33.001421872197476,686.479,97.80157118188795,98.79851884338092,14,6.8,128.59302,2.1092174
272,16.997788,-100.089963,33.001421872197476,196.53853,247.7261965020943,248.1214791858904,14,6.8,31.09949,1.4927533
283,19.358,-99.1539,28.63126756125964,251.39807,383.2737676611035,383.52937433414087,14,6.8,27.75942,1.4434104
284,19.373913,-99.096997,32.823017845092465,211.91898,382.98986235751636,383.2456583819696,14,6.8,30.65586,1.4865135
294,19.488,-99.114,26.327030834953433,370.24307,395.6585163399504,395.90612719725715,14,6.8,15.770876,1.1978558
295,17.213361,-100.432269,33.001421872197476,333.58603,292.3200639717851,292.6551209196048,14,6.8,17.166813,1.2346897
296,17.026234,-96.726179,38.847097797266784,254.89703,180.68501055939737,181.2265792891582,14,6.8,50.93241,1.7069943
303,17.09008,-99.59754,35.61953488041968,482.82285,204.35650532067524,204.83549806339516,14,6.8,28.368258,1.4528327
305,16.788528,-99.790152,36.36694105073888,220.0274,207.94633760403852,208.41708020921118,14,6.8,37.695515,1.5762897
306,16.888789,-99.835027,44.276666314707946,347.70175,216.900329869181,217.35168068676057,14,6.8,43.469578,1.6381854
308,16.187519,-95.209239,33.001421872197476,530.66547,316.616136018783,316.9255079470008,14,6.8,18.53392,1.2679673
309,19.405,-99.166,28.63126756125964,245.06641,388.6563626009136,388.90843162648565,14,6.8,27.75942,1.4434104
315,19.41,-99.157,32.90196294199333,230.02853,388.8670345887236,389.11896714221933,14,6.8,29.922287,1.4759948
318,16.83733,-99.64526,33.001421872197476,274.22928,195.3342416977508,195.8353032005091,14,6.8,30.740297,1.4877081
322,19.039943,-98.215087,28.521564148712365,364.50735,328.39031406503494,328.6886039578073,14,6.8,19.644955,1.293251
335,19.431,-99.813,31.324685757468117,307.74146,419.69513977040214,419.9285776735103,14,6.8,19.04391,1.2797561
338,19.462,-99.064,32.90196294199333,234.37749,391.2690488118896,391.51943573488256,14,6.8,29.922287,1.4759948
340,17.280802,-100.935496,33.001421872197476,318.23975,346.54458413661513,346.8272607428942,14,6.8,22.880709,1.3594694
342,17.06148,-96.726042,25.587519373094974,375.33044,182.98106732144433,183.51586034480763,14,6.8,36.951633,1.5676336
343,19.392,-99.087,32.90196294199333,210.62404,384.5741259644464,384.82886892918765,14,6.8,30.65586,1.4865135
353,14.922677,-92.270957,24.810286417881752,403.9751,656.1455338652279,656.2948739791321,14,6.8,8.559289,0.9324377
355,19.481,-99.076,32.823017845092465,180.0,393.6762251999649,393.92508207487055,14,6.8,32.070187,1.5061015
360,19.49,-98.97,32.823017845092465,201.96704,391.40655018286304,391.6568492009939,14,6.8,30.65586,1.4865135
364,19.45,-99.134,32.823017845092465,216.18156,392.3010254061512,392.55075408756727,14,6.8,30.65586,1.4865135
366,19.3877,-99.1578,24.810286417881752,261.28577,386.54271563621654,386.79616209499926,14,6.8,28.126083,1.4491093
367,19.3877,-99.1578,24.810286417881752,261.28577,386.54271563621654,386.79616209499926,14,6.8,28.126083,1.4491093
370,19.33024,-99.181076,33.001421872197476,367.31436,381.3308834065543,381.5877915232916,14,6.8,16.136227,1.2078019
371,19.49,-98.97,32.823017845092465,201.96704,391.40655018286304,391.6568492009939,14,6.8,30.65586,1.4865135
373,19.418,-99.079,32.90196294199333,208.67647,387.0718373229447,387.3249375505793,14,6.8,30.65586,1.4865135
380,19.425,-99.13,33.6908274115204,232.3896,389.5185556467196,389.7700670819998,14,6.8,27.466879,1.4388093
381,19.313,-99.127,32.823017845092465,234.44522,377.5795265616645,377.83898538733496,14,6.8,29.922287,1.4759948
392,18.904051,-100.159615,33.001421872197476,480.46762,390.651374788613,390.902157354284,14,6.8,15.56561,1.1921661
394,19.4053,-99.125,32.90196294199333,204.74854,387.2631216567721,387.516096949982,14,6.8,30.65586,1.4865135
405,17.001551,-96.721608,24.810286417881752,242.76225,179.5389151579808,180.08393058822497,14,6.8,44.200462,1.6454269
406,19.431,-99.096,32.823017845092465,189.02719,389.01193253431575,389.263771309485,14,6.8,32.070187,1.5061015
410,19.3322,-99.1439,32.90196294199333,257.81821,380.20016271027094,380.4578343587059,14,6.8,29.043606,1.4630505
412,19.045439,-98.208468,32.40859099298634,334.21683,328.9615435874035,329.25931597968065,14,6.8,21.050083,1.3232539
413,19.33024,-99.181076,33.001421872197476,367.31436,381.3308834065543,381.5877915232916,14,6.8,16.136227,1.2078019
415,19.33,-99.125,33.6908274115204,211.58063,379.3038215698377,379.56210171391353,14,6.8,28.200453,1.4502561
423,19.33,-99.183,33.001421872197476,367.31436,381.37598371349617,381.6328614695502,14,6.8,16.136227,1.2078019
425,19.044223,-98.168466,25.587519373094974,336.14273,328.625699904352,328.92377633370506,14,6.8,20.132563,1.303899
432,19.34,-99.085,26.327030834953433,501.85263,378.9920624766438,379.2505549373663,14,6.8,16.760616,1.22429
433,19.426,-99.157,33.6908274115204,236.25122,390.5559174518016,390.8067612729064,14,6.8,27.466879,1.4388093
438,19.393,-99.147,33.6908274115204,232.70119,386.72290826488023,386.9762367082079,14,6.8,27.466879,1.4388093
439,19.425,-99.148,32.90196294199333,217.90755,390.137424618226,390.3885373416361,14,6.8,30.65586,1.4865135
441,19.439,-99.14,32.823017845092465,218.52458,391.34183387615934,391.59217425984843,14,6.8,30.65586,1.4865135
455,19.4473,-99.1,32.823017845092465,206.17137,390.87467588030523,391.1253152693311,14,6.8,30.65586,1.4865135
461,19.934402,-105.240699,33.001421872197476,488.54379,906.1261423877754,906.2342886464576,14,6.8,1.2875884,0.10977704
468,19.436,-99.145,32.90196294199333,198.69783,391.19640823745067,391.4468416246096,14,6.8,30.65586,1.4865135
471,19.424,-99.16,29.08658697900481,236.25122,390.4496104549708,390.70052252900615,14,6.8,28.638102,1.4569442
472,17.216711,-100.79117,33.001421872197476,392.71118,328.99140971950254,329.28915510418136,14,6.8,17.650093,1.246747
477,19.33,-99.183,33.001421872197476,367.31436,381.37598371349617,381.6328614695502,14,6.8,16.136227,1.2078019
486,19.424,-99.16,29.08658697900481,236.25122,390.4496104549708,390.70052252900615,14,6.8,28.638102,1.4569442
493,18.585371,-103.670344,33.001421872197476,619.92047,683.2290310693786,683.3724525440003,14,6.8,6.222636,0.7939744
495,19.4258,-99.1183,32.90196294199333,204.38908,389.2060348748579,389.4577481358011,14,6.8,30.65586,1.4865135
499,19.427,-99.222,29.237753712029193,422.60956,392.98849534142533,393.23778744001385,14,6.8,18.66015,1.2709152
501,19.419,-99.165,32.90196294199333,240.32341,390.0974745602423,390.34861298367497,14,6.8,29.043606,1.4630505
502,17.036585,-99.878515,33.001421872197476,483.76218,228.40579894908657,228.8344576185382,14,6.8,28.200556,1.4502577
508,19.4539,-99.1225,32.90196294199333,203.77805,392.32514588267577,392.5748592203312,14,6.8,30.65586,1.4865135
511,19.001705,-98.197611,31.289619719732272,246.75246,324.0438690077281,324.34615619966524,14,6.8,29.008757,1.4625291
520,19.306,-98.963,32.90196294199333,300.66522,371.4757544055515,371.7394734369403,14,6.8,23.560083,1.3721768
521,19.424,-99.16,29.08658697900481,236.25122,390.4496104549708,390.70052252900615,14,6.8,28.638102,1.4569442
522,19.41,-99.157,33.6908274115204,230.02853,388.8670345887236,389.11896714221933,14,6.8,27.466879,1.4388093
533,19.49,-98.97,32.823017845092465,201.96704,391.40655018286304,391.6568492009939,14,6.8,30.65586,1.4865135
536,19.403,-99.0,32.823017845092465,210.29718,382.9752292933708,383.23103508498616,14,6.8,30.65586,1.4865135
539,19.299,-99.21,26.327030834953433,488.52866,379.1288636673998,379.3872629197425,14,6.8,16.760616,1.22429
540,17.272,-100.891,33.001421872197476,375.14438,341.5993729814049,341.8861383871668,14,6.8,17.650093,1.246747
542,19.393,-99.147,33.6908274115204,232.70119,386.72290826488023,386.9762367082079,14,6.8,27.466879,1.4388093
546,16.657822,-98.498463,33.001421872197476,317.31677,80.02532903455366,81.24071200505678,14,6.8,215.10071,2.3326418
559,19.4152,-99.1561,44.276666314707946,229.07602,389.38435439609356,389.63595245878247,14,6.8,35.074425,1.5449905
561,19.422,-99.159,33.6908274115204,236.25122,390.20352893791784,390.45459914771715,14,6.8,27.466879,1.4388093
573,17.380235,-101.056526,33.001421872197476,457.76007,363.2397214199126,363.50941558261695,14,6.8,18.732468,1.272595
577,19.283,-99.125,32.90196294199333,249.7728,374.34501377182863,374.60671288143055,14,6.8,29.043606,1.4630505
579,19.3753,-99.1483,32.90196294199333,255.21605,384.90041929109293,385.1549464442319,14,6.8,29.043606,1.4630505
592,19.4198,-99.1353,33.6908274115204,208.14847,389.1497950331377,389.4015446481088,14,6.8,28.200453,1.4502561
593,19.49,-98.97,32.823017845092465,201.96704,391.40655018286304,391.6568492009939,14,6.8,30.65586,1.4865135
599,17.051219,-96.722974,24.810286417881752,372.9541,182.58714034031053,183.12308379243794,14,6.8,36.951633,1.5676336
615,19.4653,-99.1047,32.90196294199333,212.88611,392.94107222666383,393.1903943926406,14,6.8,30.65586,1.4865135
629,19.202,-99.049,26.327030834953433,498.52213,363.1558360333336,363.4255924464725,14,6.8,18.009953,1.2555126
643,19.3461,-99.0433,32.90196294199333,226.7218,378.2656721020634,378.5246606112021,14,6.8,29.922287,1.4759948
651,19.373,-99.098,32.823017845092465,211.91898,382.926863480289,383.1827015600416,14,6.8,30.65586,1.4865135
652,19.33,-99.183,33.001421872197476,367.31436,381.37598371349617,381.6328614695502,14,6.8,16.136227,1.2078019
664,16.77351,-99.4377,33.001421872197476,315.6575,171.4595180078732,172.03013199870597,14,6.8,49.32917,1.6931038
667,19.381,-99.107,32.823017845092465,198.43669,384.07834866661784,384.33342024143053,14,6.8,31.618065,1.4999353
670,16.340486,-98.053706,54.49238102591826,292.47498,27.741950450286062,31.07435944289322,14,6.8,358.60086,2.5546114
674,19.417,-99.025,32.90196294199333,202.45175,385.2414929252639,385.49579488145673,14,6.8,30.65586,1.4865135
680,19.366,-99.119,32.90196294199333,203.67595,382.9001918674646,383.1560477561867,14,6.8,30.65586,1.4865135
683,19.439,-99.084,26.327030834953433,202.7755,389.46719281715144,389.7187374002849,14,6.8,28.729584,1.4583293
687,19.429,-99.058,32.823017845092465,180.0,387.562620876495,387.815400803859,14,6.8,32.070187,1.5061015
692,19.425,-99.19,26.327030834953433,313.69501,391.61743182223483,391.86759614319067,14,6.8,20.38447,1.3092995
705,19.345,-99.1297,33.6908274115204,215.83322,381.051498561622,381.3085949150082,14,6.8,28.200453,1.4502561
706,19.371,-99.17,31.57492531477829,281.39624,385.21660247715647,385.4709208540167,14,6.8,21.026562,1.3227682
711,19.4151,-99.1576,38.847097797266784,229.07602,389.4262781750958,389.67784916942236,14,6.8,30.64495,1.4863589
713,19.020738,-102.085089,33.001421872197476,531.96918,554.0251017016845,554.2019607648117,14,6.8,9.700474,0.9867929
714,16.769,-99.633,33.001421872197476,311.88687,190.97604720421054,191.48851298640568,14,6.8,28.589453,1.4562058
727,19.4097,-99.145,32.90196294199333,206.64183,388.41693907587285,388.66916337814905,14,6.8,30.65586,1.4865135
728,19.343,-99.203,26.327030834953433,415.6842,383.47594724972487,383.7314192492892,14,6.8,18.018059,1.255708
739,19.279,-99.0,32.90196294199333,222.16534,369.7355691955871,370.0005285514938,14,6.8,34.278564,1.5350226
752,19.389,-99.177,28.63126756125964,296.44852,387.3621400263636,387.6150506956665,14,6.8,21.026562,1.3227682
755,19.343,-99.203,26.327030834953433,415.6842,383.47594724972487,383.7314192492892,14,6.8,18.018059,1.255708
772,19.415,-99.156,38.847097797266784,229.07602,389.359747046583,389.6113609998804,14,6.8,30.64495,1.4863589
782,18.989074,-97.377394,33.001421872197476,524.37073,330.94238050343,331.23837219331494,14,6.8,18.53392,1.2679673
785,19.381,-99.125,32.90196294199333,192.19301,384.69266325098135,384.9473277724278,14,6.8,32.070187,1.5061015
791,19.0,-99.205,27.123360080403284,808.35675,347.8247847840486,348.1064218167624,14,6.8,19.03392,1.2795283
792,19.343,-99.203,26.327030834953433,415.6842,383.47594724972487,383.7314192492892,14,6.8,18.018059,1.255708
799,15.690144,-93.207362,24.810286417881752,444.97037,540.8725082178975,541.0536666042653,14,6.8,12.316275,1.0904794
810,19.043493,-98.191493,29.08658697900481,285.66913,328.6528754366416,328.95092724108963,14,6.8,22.275898,1.3478352
812,19.33,-99.183,33.001421872197476,367.31436,381.37598371349617,381.6328614695502,14,6.8,16.136227,1.2078019
825,19.415,-99.156,38.847097797266784,229.07602,389.359747046583,389.6113609998804,14,6.8,30.64495,1.4863589
853,16.86225,-99.87147,33.001421872197476,421.18021,219.43438459897845,219.8805338003626,14,6.8,29.171005,1.4649514
861,18.9654,-98.259988,25.587519373094974,336.85324,320.4304288682853,320.7361216712474,14,6.8,20.132563,1.303899
871,16.84851,-99.85157,32.823017845092465,561.67432,216.8011692813081,217.25272610888547,14,6.8,40.650875,1.60907
873,19.358,-99.171,32.823017845092465,296.19205,383.8841969673615,384.1393974604479,14,6.8,22.310747,1.3485141
877,19.271,-99.102,33.6908274115204,225.87505,372.27239210223394,372.5355471918343,14,6.8,31.823153,1.5027432
885,19.366,-99.226,26.327030834953433,453.53766,386.74205902914844,386.9953749363232,14,6.8,18.89162,1.2762692
911,17.60654,-101.46526,33.001421872197476,272.40625,414.96323655195005,415.199334885871,14,6.8,22.757864,1.3571315
923,19.3161,-99.1059,33.6908274115204,239.35167,377.1731368693745,377.43287505976997,14,6.8,27.466879,1.4388093
929,19.536,-99.261,33.001421872197476,509.01144,405.8608858444807,406.1022761059911,14,6.8,15.301932,1.1847463
941,19.536,-99.261,33.001421872197476,509.01144,405.8608858444807,406.1022761059911,14,6.8,15.301932,1.1847463
967,19.394694,-99.148678,32.823017845092465,232.70119,386.9603493086785,387.2135224099159,14,6.8,29.922287,1.4759948
987,19.415,-99.156,38.847097797266784,229.07602,389.359747046583,389.6113609998804,14,6.8,30.64495,1.4863589
1001,17.048621,-100.267261,33.001421872197476,328.43289,268.0498178871115,268.41517257657705,14,6.8,18.489788,1.2669319
1011,16.86225,-99.87147,54.49238102591826,421.18021,219.43438459897845,219.8805338003626,14,6.8,41.32411,1.6162035
1031,19.501,-99.183,28.63126756125964,229.78658,399.38152630770946,399.62683037538363,14,6.8,26.655453,1.425786
1041,19.438,-99.182,28.63126756125964,277.33841,392.7013443795854,392.95081864978187,14,6.8,21.026562,1.3227682
1046,19.493,-98.973,38.847097797266784,202.80644,391.8154513598056,392.0654893309129,14,6.8,31.37852,1.4966325
1048,20.682656,-103.377486,24.810286417881752,318.98447,781.6312217085222,781.7565904740151,14,6.8,9.532136,0.97919023
1054,19.402,-99.177,31.57492531477829,291.12793,388.7309250404508,388.9829457480168,14,6.8,21.026562,1.3227682
1069,19.434,-99.165,33.6908274115204,245.22865,391.68006650242677,391.9301908444225,14,6.8,26.588198,1.4246889
1104,19.383,-99.168,28.63126756125964,287.5809,386.40889549699335,386.66242967116204,14,6.8,21.026562,1.3227682
1117,19.393,-99.147,33.6908274115204,232.70119,386.72290826488023,386.9762367082079,14,6.8,27.466879,1.4388093
1198,19.4152,-99.1559,32.823017845092465,229.07602,389.37736221517576,389.62896479297865,14,6.8,29.922287,1.4759948
1209,19.475,-99.18,31.57492531477829,256.54367,396.53240942115065,396.7794749244762,14,6.8,25.776772,1.4112285
1224,17.377,-100.577,33.001421872197476,583.00543,314.7873169528218,315.0984844685171,14,6.8,20.49028,1.3115479
1247,18.27607,-103.34879,33.001421872197476,370.02652,636.8154232541725,636.969295409434,14,6.8,5.6686935,0.753483
1264,17.98,-94.541,44.276666314707946,335.6441,443.61782568747725,443.8386815811404,14,6.8,28.233925,1.4507712
1278,19.057785,-98.215377,33.228586399023605,296.51367,330.3730936098337,330.6695948848819,14,6.8,21.971262,1.341855
1289,18.989074,-97.377394,33.001421872197476,524.37073,330.94238050343,331.23837219331494,14,6.8,18.53392,1.2679673
1349,19.431,-99.813,31.324685757468117,307.74146,419.69513977040214,419.9285776735103,14,6.8,19.04391,1.2797561
1367,19.43,-98.95,32.823017845092465,223.32445,384.386336342115,384.6412036775488,14,6.8,33.029232,1.5188985
1373,17.346,-100.792,33.001421872197476,567.06512,334.80927011247866,335.10184623969275,14,6.8,24.006706,1.3803326
1382,19.3877,-99.1578,28.63126756125964,261.28577,386.54271563621654,386.79616209499926,14,6.8,27.75942,1.4434104
1386,19.33,-99.183,33.001421872197476,367.31436,381.37598371349617,381.6328614695502,14,6.8,16.136227,1.2078019
1393,19.33,-99.183,33.001421872197476,367.31436,381.37598371349617,381.6328614695502,14,6.8,16.136227,1.2078019
1403,19.366,-99.086,32.823017845092465,253.78503,381.7823336036877,382.03893813573177,14,6.8,29.043606,1.4630505
1421,19.536,-99.261,33.001421872197476,509.01144,405.8608858444807,406.1022761059911,14,6.8,15.301932,1.1847463
1427,19.326,-99.182,33.001421872197476,393.42136,380.9193788959576,381.1765643615595,14,6.8,16.400759,1.2148639
1436,17.207,-100.758,33.001421872197476,247.09404,325.16987942674524,325.4711208178139,14,6.8,25.98985,1.4148037
1438,17.25267,-99.50587,33.001421872197476,574.36951,206.6700897718975,207.14373272277433,14,6.8,37.57156,1.5748593
1459,19.33,-99.183,33.001421872197476,367.31436,381.37598371349617,381.6328614695502,14,6.8,16.136227,1.2078019
1463,19.4152,-99.1561,38.847097797266784,229.07602,389.38435439609356,389.63595245878247,14,6.8,30.64495,1.4863589
1477,19.188,-99.228,33.001421872197476,527.03186,368.2439193050728,368.50995116164904,14,6.8,18.53392,1.2679673
1488,16.866,-99.863,32.526313765263566,604.19836,218.73172519209763,219.17930469255376,14,6.8,34.583652,1.5388708
1491,19.436,-99.128,32.823017845092465,237.56683,390.61487646684685,390.86568245013535,14,6.8,29.922287,1.4759948
1503,19.33,-99.183,33.001421872197476,367.31436,381.37598371349617,381.6328614695502,14,6.8,16.136227,1.2078019
1539,18.113,-94.391,44.276666314707946,299.77307,465.3395394024966,465.55009067911016,14,6.8,23.432991,1.3698277
1555,19.419,-99.126,32.823017845092465,180.0,388.7471462025207,388.9991564008899,14,6.8,32.070187,1.5061015
1575,19.279,-99.008,32.823017845092465,186.07877,369.9893658407433,370.25414357605155,14,6.8,33.319523,1.5226988
1589,19.39,-99.132,32.823017845092465,185.36667,385.88532550227063,386.13920344610614,14,6.8,32.070187,1.5061015
1626,17.827,-97.727,32.563551389025946,396.59586,196.44968417236296,196.94790786251363,14,6.8,35.05934,1.5448037
1662,17.095,-99.72,33.001421872197476,393.07895,216.19453630163144,216.64735753449068,14,6.8,29.171005,1.4649514
1672,19.416,-99.011,32.63318932972712,194.12999,384.70167862633843,384.9563371837416,14,6.8,31.618065,1.4999353
1714,19.406,-99.1,32.823017845092465,180.0,386.49235326543914,386.7458327282364,14,6.8,32.070187,1.5061015
1724,19.083,-102.35,38.847097797266784,449.18433,582.0402675754882,582.2086164592087,14,6.8,14.607413,1.1645733
1772,19.294,-99.104,32.823017845092465,180.0,374.77160689227884,375.03300832409514,14,6.8,32.070187,1.5061015
1781,17.007,-99.456,33.001421872197476,451.33347,186.1263896318554,186.6521709420741,14,6.8,31.857403,1.5032104
1817,19.393,-99.147,33.6908274115204,232.70119,386.72290826488023,386.9762367082079,14,6.8,27.466879,1.4388093
1846,16.689,-98.398,33.001421872197476,502.34274,76.65622065883326,77.9241693295202,14,6.8,175.40765,2.2440486
