,Lat,Lon,Suelo,Vs30,Distancia_km,Dist_hipocentro,Profundidad,Mw*,PGA_pred,PGA_predlog
335,19.431,-99.813,31.324685757468117,307.74146,275.25705951687274,275.61286039275313,14,8.1,39.288734,1.5942681
338,19.462,-99.064,32.90196294199333,234.37749,289.3812432781341,289.7196989526232,14,8.1,48.374466,1.6846162
340,17.280802,-100.935496,33.001421872197476,318.23975,134.96413182432283,135.68830782014047,14,8.1,129.33076,2.1117017
342,17.06148,-96.726042,25.587519373094974,375.33044,338.2313264110289,338.52094494397824,14,8.1,36.66891,1.564298
343,19.392,-99.087,32.90196294199333,210.62404,281.1964907124112,281.5447857605876,14,8.1,51.663376,1.7131828
353,14.922677,-92.270957,24.810286417881752,403.9751,863.5348984455135,863.648378006526,14,8.1,5.655161,0.752445
355,19.481,-99.076,32.823017845092465,180.0,291.06161320114325,291.39811715117844,14,8.1,51.222816,1.7094635
360,19.49,-98.97,32.823017845092465,201.96704,295.34285000695183,295.67448156753204,14,8.1,49.808495,1.6973034
364,19.45,-99.134,32.823017845092465,216.18156,286.08576660308756,286.4281163797931,14,8.1,51.663376,1.7131828
366,19.3877,-99.1578,24.810286417881752,261.28577,278.7218352057326,279.07321874456454,14,8.1,47.989136,1.6811429
367,19.3877,-99.1578,24.810286417881752,261.28577,278.7218352057326,279.07321874456454,14,8.1,47.989136,1.6811429
370,19.33024,-99.181076,33.001421872197476,367.31436,271.89721234167916,272.2574040851344,14,8.1,36.1404,1.5579929
371,19.49,-98.97,32.823017845092465,201.96704,295.34285000695183,295.67448156753204,14,8.1,49.808495,1.6973034
373,19.418,-99.079,32.90196294199333,208.67647,284.22025602580163,284.5648501403015,14,8.1,51.663376,1.7131828
380,19.425,-99.13,33.6908274115204,232.3896,283.50251442153467,283.8479798824231,14,8.1,49.108246,1.6911545
381,19.313,-99.127,32.823017845092465,234.44522,271.5472526113255,271.9079079408303,14,8.1,50.229347,1.7009575
392,18.904051,-100.159615,33.001421872197476,480.46762,220.99094179343177,221.4339548369851,14,8.1,50.521996,1.7034805
394,19.4053,-99.125,32.90196294199333,204.74854,281.5220015541564,281.8698943822459,14,8.1,51.663376,1.7131828
405,17.001551,-96.721608,24.810286417881752,242.76225,338.55883327052476,338.8481718786439,14,8.1,46.134254,1.6640235
406,19.431,-99.096,32.823017845092465,189.02719,285.11309249587566,285.45660880869747,14,8.1,53.077698,1.724912
410,19.3322,-99.1439,32.90196294199333,257.81821,273.12640275218786,273.484975602592,14,8.1,48.906654,1.689368
412,19.045439,-98.208468,32.40859099298634,334.21683,289.7830498061899,290.121036732907,14,8.1,36.20804,1.558805
413,19.33024,-99.181076,33.001421872197476,367.31436,271.89721234167916,272.2574040851344,14,8.1,36.1404,1.5579929
415,19.33,-99.125,33.6908274115204,211.58063,273.4300413723127,273.78821655590775,14,8.1,50.542274,1.7036548
423,19.33,-99.183,33.001421872197476,367.31436,271.8201985100054,272.18049217021183,14,8.1,36.1404,1.5579929
425,19.044223,-98.168466,25.587519373094974,336.14273,292.35576200401897,292.6907780866192,14,8.1,35.29052,1.5476581
432,19.34,-99.085,26.327030834953433,501.85263,275.6920496949463,276.0472899070026,14,8.1,43.522423,1.6387131
433,19.426,-99.157,33.6908274115204,236.25122,282.87650429967516,283.22273334745597,14,8.1,49.108246,1.6911545
438,19.393,-99.147,33.6908274115204,232.70119,279.58681137406967,279.9371091769,14,8.1,49.108246,1.6911545
439,19.425,-99.148,32.90196294199333,217.90755,283.0098734012937,283.3559394870986,14,8.1,51.663376,1.7131828
441,19.439,-99.14,32.823017845092465,218.52458,284.73642384447186,285.080394036031,14,8.1,51.663376,1.7131828
455,19.4473,-99.1,32.823017845092465,206.17137,286.74779891807003,287.0893592322048,14,8.1,50.15878,1.700347
461,19.934402,-105.240699,33.001421872197476,488.54379,693.0148059372118,693.1562026327048,14,8.1,13.658981,1.1354183
468,19.436,-99.145,32.90196294199333,198.69783,284.27741265561934,284.62193757012705,14,8.1,51.663376,1.7131828
471,19.424,-99.16,29.08658697900481,236.25122,282.5808536120084,282.92744445898376,14,8.1,48.945164,1.6897098
472,17.216711,-100.79117,33.001421872197476,392.71118,117.62214590327545,118.45239215352056,14,8.1,110.50684,2.043389
477,19.33,-99.183,33.001421872197476,367.31436,271.8201985100054,272.18049217021183,14,8.1,36.1404,1.5579929
486,19.424,-99.16,29.08658697900481,236.25122,282.5808536120084,282.92744445898376,14,8.1,48.945164,1.6897098
493,18.585371,-103.670344,33.001421872197476,619.92047,470.43144611486474,470.63971941786093,14,8.1,18.797874,1.2741088
495,19.4258,-99.1183,32.90196294199333,204.38908,283.91588675874186,284.2608498439466,14,8.1,51.663376,1.7131828
499,19.427,-99.222,29.237753712029193,422.60956,281.34243444206527,281.6905490388128,14,8.1,40.73844,1.6100044
501,19.419,-99.165,32.90196294199333,240.32341,281.90863432336516,282.25605061019473,14,8.1,48.906654,1.689368
502,17.036585,-99.878515,33.001421872197476,483.76218,15.388979030242842,20.804342709954906,14,8.1,295.665,2.4708
508,19.4539,-99.1225,32.90196294199333,203.77805,286.82249241126857,287.1639638830266,14,8.1,50.15878,1.700347
511,19.001705,-98.197611,31.289619719732272,246.75246,286.6318133326734,286.9735116946798,14,8.1,46.117874,1.6638693
520,19.306,-98.963,32.90196294199333,300.66522,276.142227870038,276.49688969865105,14,8.1,40.572918,1.6082362
521,19.424,-99.16,29.08658697900481,236.25122,282.5808536120084,282.92744445898376,14,8.1,48.945164,1.6897098
522,19.41,-99.157,33.6908274115204,230.02853,281.14943848818103,281.4977917537178,14,8.1,49.108246,1.6911545
533,19.49,-98.97,32.823017845092465,201.96704,295.34285000695183,295.67448156753204,14,8.1,49.808495,1.6973034
536,19.403,-99.0,32.823017845092465,210.29718,285.1139598213746,285.4574750904667,14,8.1,51.663376,1.7131828
539,19.299,-99.21,26.327030834953433,488.52866,267.764793161253,268.1305362257134,14,8.1,43.522423,1.6387131
540,17.272,-100.891,33.001421872197476,375.14438,129.93549370507986,130.6875377546874,14,8.1,104.05235,2.017252
