Clave,Institucion,Inst,Fecha,Hora_primera_muestra,Magnitud,Escala_magnitud,Calidad,Lat_estacion,Lon_estacion,Lat_epicentro,Lon_epicentro,Suelo,Vs30,Profundidad,PGA_Gal,Distancia_km,Canales,area_integral,Fs_hz,FFT_AmpMax,FFTFreq_AmpMax,FFT_power,FFT_std,FFT_q50,FFT_kurtosis,FFT_skew,Dist_hipocentro,Canal_1,Canal_2,Canal_3,Canal_4,Canal_5,Canal_6,Canal_7,Canal_8,Canal_9,Mw*,date,Filepath
DX37,CIRES,CIRES,07/11/2012 16:35,07/11/2012 16:40,7.3,Mc,A,19.3322,-99.1439,14.02,-92.31,"Terreno blando, material compresible",257.81821,17,2.55174,962.4732325,"['S00E', ' +V', ' N90W']",39.60967004,100,0.048198455,0.866495507,0.002323091,0.005229183,0.00047277,48.30717216,6.801874507,962.6233549,BHN,BHZ,BHE,-,-,-,-,-,-,7.428,07/11/2012 16:35,C:\Users\huevo\Downloads\Archivos_Acc\DX3720121107163550
CUP1,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,30/06/2010 07:22,30/06/2010 07:23,6,Mw,S/C,19.33024,-99.181076,16.22,-98.03,Roca,367.31436,8,2.557,368.767856,"['V', ' N90E', ' N00E']",22.83482018,250,0.039978048,1.079122446,0.001598244,0.00398744,7.88E-05,59.87024948,7.492686585,368.8546213,BHZ,BHE,BHN,-,-,-,-,-,-,6,30/06/2010 07:22,C:\Users\huevo\Downloads\Archivos_Acc\CUP11006-301
PBPP,INSTITUTO DE INGENIERIA UNAM/,Instituto de Ingeniería UNAM,41:47.7,09/08/2000 11:43,6.1,Mb,A,19.045439,-98.208468,17.99,-102.66,Mediana compresibilidad,334.21683,16,2.56,508.7102682,"['V', ' N90E', ' N00E']",31.77783335,100,0.077187786,0.657313843,0.005957954,0.007874416,0.001108733,56.82356152,7.289838337,508.9618227,BHZ,BHE,BHN,-,-,-,-,-,-,6.09,41:47.7,C:\Users\huevo\Downloads\Archivos_Acc\PBPP0008-091
CUP6,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,30/06/2010 07:22,30/06/2010 07:23,6,Mw,A,19.33024,-99.181076,16.22,-98.03,Roca,367.31436,8,2.5605,368.767856,"['N90W', ' V', ' N00W']",27.09635838,100,0.035086296,1.179147704,0.001231048,0.004792122,2.36E-05,26.35962343,5.013729312,368.8546213,BHE,BHZ,BHN,-,-,-,-,-,-,6,30/06/2010 07:22,C:\Users\huevo\Downloads\Archivos_Acc\CUP61006-301
TAMA,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,17/12/2015 19:49,17/12/2015 19:49,6.6,Mw,A,16.26116,-96.57529,15.76,-93.7,Roca,466.70978,90,2.5642,324.5378537,"['N90W', ' V', ' N00W']",20.98093542,200,0.011160496,1.806451613,0.000124557,0.002040768,0.000114415,10.46941502,3.26007982,336.7860129,BHE,BHZ,BHN,-,-,-,-,-,-,6.6,17/12/2015 19:49,C:\Users\huevo\Downloads\Archivos_Acc\TAMA1512-171
CH84,CIRES,CIRES,10/09/1993 19:12,17:12.3,7.2,Mc,A,19.33,-99.125,14.8,-92.68,Alto riesgo sismico,211.58063,34,2.57,875.9656867,"['N00E', ' +V', ' N90W']",6.747561672,100,0.258403711,0.678886626,0.066772478,0.024077004,0.003013166,75.21204302,8.53246482,876.6252816,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,10/09/1993 19:12,C:\Users\huevo\Downloads\Archivos_Acc\CH8419930910191257
CUP5,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,30/06/2010 07:22,30/06/2010 07:23,6,Mw,A,19.33024,-99.181076,16.22,-98.03,Roca,367.31436,8,2.575,368.767856,"['N90W', ' V', ' N00W']",26.9233008,100,0.034623839,1.179147704,0.00119881,0.004745852,2.12E-05,26.07401757,4.990500912,368.8546213,BHE,BHZ,BHN,-,-,-,-,-,-,6,30/06/2010 07:22,C:\Users\huevo\Downloads\Archivos_Acc\CUP51006-301
RABO,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,19/02/2018 06:56,19/02/2018 06:56,6,Mw,A,18.569078,-98.445409,16.2477,-97.775,Roca,253.38008,10.2,2.5758,268.6742794,"['N90E', ' V', ' N00E']",17.18024534,200,0.014799215,1,0.000219017,0.001788809,1.52E-05,30.36987964,5.263930626,268.867827,BHE,BHZ,BHN,-,-,-,-,-,-,6,19/02/2018 06:56,C:\Users\huevo\Downloads\Archivos_Acc\RABO1802-191
JAMI,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,23/09/2017 12:53,23/09/2017 12:53,6.1,Mw,A,16.284353,-97.820692,16.496,-95.146,Roca,341.53195,22,2.5763,298.3418455,"['N90E', ' V', ' N00E']",11.94555919,200,0.012110742,1.195121951,0.00014667,0.001988064,6.29E-05,10.88501316,3.191126944,299.1518959,BHE,BHZ,BHN,-,-,-,-,-,-,6.1,23/09/2017 12:53,C:\Users\huevo\Downloads\Archivos_Acc\JAMI1709-232
TXCR,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,06:34.5,22/01/2003 02:07,6.5,Mb,A,19.501514,-98.806198,18.6,-104.22,Roca,506.39758,9,2.577,610.27661,"['V', ' N90E', ' N00E']",13.45844964,250,0.01592891,0.47330809,0.00025373,0.001438218,3.58E-05,84.8123321,8.967560317,610.3429697,BHZ,BHE,BHN,-,-,-,-,-,-,6.57,06:34.5,C:\Users\huevo\Downloads\Archivos_Acc\TXCR0301-221
ACAR,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,25/09/2018 03:17,25/09/2018 03:16,5,Mw,A,16.888789,-99.835027,16.4765,-99.06,Aluvial,347.70175,5,2.5913,97.61426747,"['N00E', ' N90E', ' V']",9.571034549,200,0.018588477,3.540540541,0.000345531,0.002398986,8.33E-05,19.69855501,3.924802606,97.74223864,BHN,BHE,BHZ,-,-,-,-,-,-,5,25/09/2018 03:17,C:\Users\huevo\Downloads\Archivos_Acc\ACAR1809-252
PZPU,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,21/05/2018 02:15,15:29.1,5,Mw,A,19.055379,-98.227092,17.0585,-98.6643,Roca,354.87314,36.2,2.592,227.3025718,"['V', ' N00E', ' N90E']",19.05825328,200,0.027085361,1.950413223,0.000733617,0.003399265,9.89E-05,33.28461738,5.663804395,230.1671113,BHZ,BHN,BHE,-,-,-,-,-,-,5,21/05/2018 02:15,C:\Users\huevo\Downloads\Archivos_Acc\PZPU1805-211
XALA,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,07/11/2012 16:35,07/11/2012 16:37,7.3,Mw,A,19.529875,-96.901973,14.08,-92.32,Roca,470.97733,16,2.5945,791.7173534,"['VERT', ' N00E', ' N90E']",37.84706872,100,0.021156008,0.950191571,0.000447577,0.002922852,0.00023928,23.17884491,4.710814249,791.8790108,BHN,BHN,BHE,-,-,-,-,-,-,7.3,07/11/2012 16:35,C:\Users\huevo\Downloads\Archivos_Acc\XALA1211-071
CUP2,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,54:21.3,14/06/2004 22:55,5.6,Mb,S/C,19.33,-99.183,16.22,-98.16,Roca,367.31436,10,2.595,364.0445969,"['V', ' N90E', ' N00E']",19.49410496,250,0.033545541,0.891018533,0.001125303,0.003310699,0.00018196,59.65315205,7.365274966,364.1819168,BHZ,BHE,BHN,-,-,-,-,-,-,5.49,54:21.3,C:\Users\huevo\Downloads\Archivos_Acc\CUP20406-141
CHFL,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,08/05/2016 07:33,08/05/2016 07:33,6,Mw,A,17.969493,-97.865638,16.25,-97.98,Roca,494.87073,35,2.5999,191.6213112,"['N90W', ' V', ' N00W']",15.70447473,200,0.011623305,1.117021277,0.000135101,0.001592949,4.78E-05,23.57221358,4.631859936,194.7914959,BHE,BHZ,BHN,-,-,-,-,-,-,6,08/05/2016 07:33,C:\Users\huevo\Downloads\Archivos_Acc\CHFL1605-081
PHPU,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,10/05/2014 07:36,10/05/2014 07:36,6.1,Mw,A,19.044223,-98.168466,17.06,-100.95,Suelo,336.14273,12,2.6041,379.9235019,"['N90W', ' V', ' N00W']",33.11483091,100,0.050913386,0.954545455,0.002592173,0.006499059,0.00025445,28.40070582,5.141117273,380.1129665,BHE,BHZ,BHN,-,-,-,-,-,-,6.1,10/05/2014 07:36,C:\Users\huevo\Downloads\Archivos_Acc\PHPU1405-101
GALE,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,11/12/2011 01:47,11/12/2011 01:47,6.5,Mw,B,15.97695,-96.490739,17.84,-99.98,Roca,849.63373,58,2.6047,439.8303685,"['N00W', ' N90W', ' V']",18.51511481,200,0.014497747,6.857142857,0.000210185,0.00203301,6.73E-05,18.65526859,4.12201513,443.6380879,BHN,BHE,BHZ,-,-,-,-,-,-,6.5,11/12/2011 01:47,C:\Users\huevo\Downloads\Archivos_Acc\GALE1112-111
CT64,CIRES,CIRES,11/01/1997 20:28,11/01/1997 20:29,7.1,Mc,A,19.488,-99.114,18.34,-102.58,"Arenoso, limoso, compacto",370.24307,40,2.60582,405.9918464,"['N00E', ' +V', ' N90W']",16.31921817,100,0.114968257,0.415300546,0.0132177,0.012591983,0.001665948,40.74419954,6.104687363,407.9575706,BHN,BHZ,BHE,-,-,-,-,-,-,7.216,11/01/1997 20:28,C:\Users\huevo\Downloads\Archivos_Acc\CT6419970111202826
TNLP,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,21/02/2020 01:48,21/02/2020 01:48,5,Mw,A,18.095563,-99.560805,17.2247,-100.464,Roca,429.57571,42.9,2.6077,139.511465,"['N90E', ' V', ' N00E']",11.00646321,200,0.012182772,5.024193548,0.00014842,0.002287801,7.69E-05,5.769534027,2.495055543,145.9584149,BHE,BHZ,BHN,-,-,-,-,-,-,5,21/02/2020 01:48,C:\Users\huevo\Downloads\Archivos_Acc\TNLP2002-211
OXBJ,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,11/12/2011 01:47,11/12/2011 01:47,6.5,Mw,A,17.067337,-96.723804,17.84,-99.98,Roca,451.50266,58,2.6094,372.126417,"['N90W', ' V', ' N00W']",19.73930186,100,0.010675705,3.016216216,0.000113971,0.002223473,0.000511325,2.962967656,1.896443265,376.6192642,BHE,BHZ,BHN,-,-,-,-,-,-,6.5,11/12/2011 01:47,C:\Users\huevo\Downloads\Archivos_Acc\OXBJ1112-111
OXXO,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,22/07/2018 12:39,22/07/2018 12:39,5,Mw,A,17.026234,-96.726179,17.3777,-94.6972,No clasificado,254.89703,150.4,2.6095,228.9720379,"['N00E', ' N90E', ' V']",11.3724553,200,0.012667166,9.592920354,0.000160457,0.002252333,3.57E-05,8.569876823,2.885683389,273.9495467,BHN,BHE,BHZ,-,-,-,-,-,-,5,22/07/2018 12:39,C:\Users\huevo\Downloads\Archivos_Acc\OXXO1807-221
LANE,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,23/09/2017 12:53,23/09/2017 12:53,6.1,Mw,A,15.947684,-97.187204,16.496,-95.146,Roca,686.479,22,2.6184,235.0178931,"['N00E', ' N90E', ' V']",17.30765958,200,0.021356491,1.201550388,0.0004561,0.002804792,4.48E-05,21.15299667,4.265911352,236.0453559,BHN,BHE,BHZ,-,-,-,-,-,-,6.1,23/09/2017 12:53,C:\Users\huevo\Downloads\Archivos_Acc\LANE1709-231
CE18,CIRES,CIRES,41:47.7,09/08/2000 11:43,6.1,Mb,A,19.34,-99.085,17.99,-102.66,"Arenoso, limoso, compacto",501.85263,16,2.62807,424.9206836,"['N00E', ' +V', ' N90W']",25.31858887,100,0.061383577,0.361173815,0.003767943,0.005748003,0.001067936,67.70478926,7.845307437,425.2218096,BHN,BHZ,BHE,-,-,-,-,-,-,6.09,41:47.7,C:\Users\huevo\Downloads\Archivos_Acc\CE1820000809114147
LI58,CIRES,CIRES,13/01/2001 17:33,13/01/2001 17:39,7.6,Mc,A,19.426,-99.157,13.15,-89.94,Alto riesgo sismico,236.25122,10,2.62864,1239.91699,"['N00E', ' +V', ' N90W']",55.27925436,100,0.084141699,0.452525253,0.007079825,0.007661634,0.001118286,83.08036689,9.020790262,1239.957314,BHN,BHZ,BHE,-,-,-,-,-,-,7.746,13/01/2001 17:33,C:\Users\huevo\Downloads\Archivos_Acc\LI5820010113173346
SLU2,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,20/03/2012 18:02,20/03/2012 18:03,7.4,Mw,B,17.280802,-100.935496,16.251,-98.521,Roca,318.23975,16,2.6359,291.8794391,"['N90W', ' V', ' N00W']",25.88922598,200,0.022624539,0.618705036,0.00051187,0.002862084,7.01E-05,28.35736268,5.057190917,292.3176474,BHE,BHZ,BHN,-,-,-,-,-,-,7.4,20/03/2012 18:02,C:\Users\huevo\Downloads\Archivos_Acc\SLU21203-201
ACP2,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,19/02/2018 06:56,19/02/2018 06:57,6,Mw,A,16.874294,-99.886505,16.2477,-97.775,Roca,900,10.2,2.6401,244.9085197,"['N00E', ' N90E', ' V']",11.84566346,100,0.021855846,4.008403361,0.000477678,0.003108243,9.94E-05,16.27163801,3.800767591,245.1208335,BHN,BHE,BHZ,-,-,-,-,-,-,6,19/02/2018 06:56,C:\Users\huevo\Downloads\Archivos_Acc\ACP21802-191
TAJN,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,23/06/2020 15:29,23/06/2020 15:28,7.4,Mw,A,14.922677,-92.270957,15.784,-96.12,Blando,403.9751,22.6,2.6431,438.5791951,"['ENZ', ' ENN', ' ENE']",60.8650534,100,0.018349202,0.450673262,0.000336693,0.002612793,0.000231498,15.2047026,3.746295609,439.1610984,BHZ, ENN, ENE,-,-,-,-,-,-,7.4,23/06/2020 15:29,C:\Users\huevo\Downloads\Archivos_Acc\TAJN2006-231
OXAL,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,08/05/2014 17:00,08/05/2014 17:01,6.4,Mw,A,17.06148,-96.726042,17.11,-100.87,Suelo,375.33044,17,2.6433,460.8186871,"['N90W', ' V', ' N00W']",25.96598141,200,0.042185148,0.741635765,0.001779587,0.004253818,0.000282265,56.12441036,7.112998925,461.1321528,BHE,BHZ,BHN,-,-,-,-,-,-,6.4,08/05/2014 17:00,C:\Users\huevo\Downloads\Archivos_Acc\OXAL1405-081
S260,CIRES,CIRES,41:47.7,09/08/2000 11:43,6.1,Mb,A,19.393,-99.147,17.99,-102.66,Alto riesgo sismico,232.70119,16,2.66357,420.6281978,"['N00E', ' +V', ' N90W']",35.89728739,100,0.042650917,0.405529954,0.001819101,0.004209472,0.001154228,55.32944269,7.184096824,420.9323946,BHN,BHZ,BHE,-,-,-,-,-,-,6.09,41:47.7,C:\Users\huevo\Downloads\Archivos_Acc\S26020000809114147
BL45,CIRES,CIRES,13/01/2001 17:33,13/01/2001 17:39,7.6,Mc,B,19.425,-99.148,13.15,-89.94,"Terreno blando, material compresible",217.90755,10,2.66581,1239.027298,"['N00E', ' +V', ' N90E']",56.61761268,200,0.050485095,0.486288265,0.002548745,0.004405106,0.000466378,95.10804347,9.679569556,1239.067651,BHN,BHZ,BHE,-,-,-,-,-,-,7.746,13/01/2001 17:33,C:\Users\huevo\Downloads\Archivos_Acc\BL4520010113173346
VHSA,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,16/02/2018 23:39,16/02/2018 23:41,7.2,Mw,A,17.982551,-92.938748,16.218,-98.0135,Blando,227.67941,16,2.6669,597.4257003,"['N90E', ' V', ' N00E']",84.09634033,100,0.05205969,0.380952381,0.002710211,0.005109616,0.000770096,63.24973046,7.739057149,597.6399145,BHE,BHZ,BHN,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\VHSA1802-161
GA62,CIRES,CIRES,10/09/1993 19:12,17:05.2,7.2,Mc,A,19.439,-99.14,14.8,-92.68,Arcilla,218.52458,34,2.67,884.3452146,"['N00E', ' +V', ' N90W']",26.27214244,100,0.12045992,0.463406839,0.014510592,0.011551643,0.00134706,71.38481716,8.259612906,884.9985641,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,10/09/1993 19:12,C:\Users\huevo\Downloads\Archivos_Acc\GA6219930910191257
COLL,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,07/06/2016 10:51,07/06/2016 10:51,6.1,Mw,A,19.190906,-104.680633,18.23,-105.38,Roca,409.68088,16,2.6705,132.1515343,"['N00E', ' N90E', ' V']",12.28724163,200,0.010547967,3.583333333,0.00011126,0.001973028,0.000206957,4.150121337,2.179028037,133.1165956,BHN,BHE,BHZ,-,-,-,-,-,-,6.1,07/06/2016 10:51,C:\Users\huevo\Downloads\Archivos_Acc\COLL1606-071
SCCB,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,23/09/2017 12:53,23/09/2017 12:53,6.1,Mw,A,16.70858,-92.625515,16.496,-95.146,Roca,474.86072,22,2.6799,281.2601942,"['N00E', ' N90E', ' V']",25.22649483,200,0.01777914,1.443820225,0.000316098,0.002736336,5.48E-05,18.49753368,4.296416692,282.1192954,BHN,BHE,BHZ,-,-,-,-,-,-,6.1,23/09/2017 12:53,C:\Users\huevo\Downloads\Archivos_Acc\SCCB1709-232
OAXM,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,21/08/2013 12:38,21/08/2013 12:39,6,Mw,B,17.082872,-96.718744,16.79,-99.56,Aluvial,424.53152,20,2.6857,317.6072346,"['N00W', ' N90W', ' V']",20.30314713,200,0.023113328,4.455944915,0.000534226,0.003564347,0.000325485,17.68102465,4.236184717,318.2363201,BHN,BHE,BHZ,-,-,-,-,-,-,6,21/08/2013 12:38,C:\Users\huevo\Downloads\Archivos_Acc\OAXM1308-211
TEAC,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,30/06/2010 07:22,30/06/2010 07:23,6,Mw,A,18.61763,-99.454086,16.22,-98.03,Roca,442.72336,8,2.6862,310.0853598,"['N90W', ' V', ' N00W']",18.78526848,200,0.035594674,1.338869587,0.001266981,0.003620922,1.97E-05,58.92396144,7.448317447,310.1885401,BHE,BHZ,BHN,-,-,-,-,-,-,6,30/06/2010 07:22,C:\Users\huevo\Downloads\Archivos_Acc\TEAC1006-301
HUAM,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,07/02/2018 09:21,07/02/2018 09:20,5,Mw,A,16.031121,-95.670297,15.499,-96.445,Roca,533.6394,17.6,2.6915,104.5065201,"['N90E', ' V', ' N00E']",9.379139591,200,0.018404173,3.525925926,0.000338714,0.002218083,4.26E-05,29.95861255,5.096415138,105.9781711,BHE,BHZ,BHN,-,-,-,-,-,-,5,07/02/2018 09:21,C:\Users\huevo\Downloads\Archivos_Acc\HUAM1802-071
OXJM,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,10/10/2019 22:11,10/10/2019 22:11,5,Mw,A,16.445191,-95.444705,15.6072,-96.88,Roca,384.52698,23.2,2.6939,184.8078622,"['N90E', ' V', ' N00E']",11.06300891,200,0.018770015,3.805309735,0.000352313,0.002812968,7.23E-05,18.95041411,4.33237607,186.2583848,BHE,BHZ,BHN,-,-,-,-,-,-,5,10/10/2019 22:11,C:\Users\huevo\Downloads\Archivos_Acc\OXJM1910-101
PHPU,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,07/11/2012 16:35,07/11/2012 16:38,7.3,Mw,A,19.044223,-98.168466,14.08,-92.32,Suelo,336.14273,16,2.698,853.003989,"['N90W', ' V', ' N00W']",30.96103049,100,0.053061378,0.805084746,0.00281551,0.006638595,0.000879121,28.74310823,5.281313093,853.1540337,BHE,BHZ,BHN,-,-,-,-,-,-,7.3,07/11/2012 16:35,C:\Users\huevo\Downloads\Archivos_Acc\PHPU1211-071
TGBT,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,16/02/2018 23:39,16/02/2018 23:41,7.2,Mw,A,16.776805,-93.089492,16.218,-98.0135,Roca,531.28314,16,2.7014,551.0392183,"['N00E', ' N90E', ' V']",24.63616422,100,0.050515388,0.358778626,0.002551804,0.005655784,0.000111856,39.96091477,6.157003866,551.2714578,BHN,BHE,BHZ,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\TGBT1802-161
SXPU,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,19/02/2018 06:56,57:35.9,6,Mw,A,19.039943,-98.215087,16.2477,-97.775,Travertino,364.50735,10.2,2.7092,314.3159689,"['V', ' N00E', ' N90E']",29.88817404,100,0.064565295,1.024793388,0.004168677,0.007588943,0.000112477,38.14565273,5.936229317,314.4814276,BHZ,BHN,BHE,-,-,-,-,-,-,6,19/02/2018 06:56,C:\Users\huevo\Downloads\Archivos_Acc\SXPU1802-191
SLPA,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,20/03/2012 18:02,20/03/2012 18:04,7.4,Mw,B,19.928698,-99.833027,16.251,-98.521,Roca,529.00757,16,2.7174,434.1856089,"['N00W', ' N90W', ' VERT']",38.35780649,200,0.035495976,0.54375,0.001259964,0.003385099,0.000165864,68.38735194,7.946607607,434.4803137,BHN,BHE,BHN,-,-,-,-,-,-,7.4,20/03/2012 18:02,C:\Users\huevo\Downloads\Archivos_Acc\SLPA1203-201
XALA,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,30/06/2010 07:22,30/06/2010 07:22,6,Mw,A,19.529875,-96.901973,16.22,-98.03,Roca,470.97733,8,2.7188,388.8281215,"['N00W', ' N90W', ' V']",36.26285889,100,0.018685496,1.022064792,0.000349148,0.002845017,5.50E-05,19.0863284,4.344187068,388.9104113,BHN,BHE,BHZ,-,-,-,-,-,-,6,30/06/2010 07:22,C:\Users\huevo\Downloads\Archivos_Acc\XALA1006-301
CT64,CIRES,CIRES,30/09/1999 16:31,30/09/1999 16:33,7.4,Mc,A,19.488,-99.114,16.05,-97.004,"Arenoso, limoso, compacto",370.24307,39,2.71937,448.5436271,"['N00E', ' +V', ' N90W']",36.36315656,100,0.066680604,0.532731377,0.004446303,0.007862375,0.001077339,34.68149294,5.648937015,450.235922,BHN,BHZ,BHE,-,-,-,-,-,-,7.534,30/09/1999 16:31,C:\Users\huevo\Downloads\Archivos_Acc\CT6419990930163113
CUP1,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,54:21.3,56:03.8,5.6,Mb,S/C,19.33024,-99.181076,16.22,-98.16,Roca,367.31436,10,2.72,364.0031597,"['V', ' N90E', ' N00E']",12.31502883,100,0.0798022,0.631199279,0.006368391,0.009536209,0.001286778,31.39532457,5.429443433,364.1404953,BHZ,BHE,BHN,-,-,-,-,-,-,5.49,54:21.3,C:\Users\huevo\Downloads\Archivos_Acc\CUP10406-141
RI76,CIRES,CIRES,07/11/2012 16:35,07/11/2012 16:40,7.3,Mc,A,19.4473,-99.1,14.02,-92.31,Arcilla,206.17137,17,2.72334,966.5627196,"['N00E', ' +V', ' N90W']",73.94741809,100,0.05539402,0.451230629,0.003068497,0.005245957,0.00013258,74.91763371,8.475482791,966.7122069,BHN,BHZ,BHE,-,-,-,-,-,-,7.428,07/11/2012 16:35,C:\Users\huevo\Downloads\Archivos_Acc\RI7620121107163550
CE32,CIRES,CIRES,07/11/2012 16:35,07/11/2012 16:39,7.3,Mc,A,19.3858,-99.0537,14.02,-92.31,Arcilla,226.63608,17,2.72371,958.2738423,"['N00E', ' +V', ' N90W']",73.58809689,100,0.055062419,0.405811623,0.00303187,0.00525602,0.000567193,70.65381381,8.235465626,958.4246224,BHN,BHZ,BHE,-,-,-,-,-,-,7.428,07/11/2012 16:35,C:\Users\huevo\Downloads\Archivos_Acc\CE3220121107163550
LI58,CIRES,CIRES,10/09/1993 19:12,17:06.3,7.2,Mc,A,19.426,-99.157,14.8,-92.68,Alto riesgo sismico,236.25122,34,2.74,885.0404,"['N00E', ' +V', ' N90W']",37.97775206,100,0.135843785,0.468417317,0.018453534,0.012789646,0.001286985,75.91879592,8.543983315,885.6932368,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,10/09/1993 19:12,C:\Users\huevo\Downloads\Archivos_Acc\LI5819930910191257
SMLC,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,16/01/2002 23:09,16/01/2002 23:10,5.8,Mb,A,16.654971,-96.729233,15.43,-93.55,Roca,324.49927,76,2.7437,378.8480877,"['N90W', ' V', ' N00W']",18.61264746,200,0.039751575,1.368884657,0.001580188,0.005122112,0.000430843,28.38212717,5.066673391,386.3960061,BHE,BHZ,BHN,-,-,-,-,-,-,5.73,16/01/2002 23:09,C:\Users\huevo\Downloads\Archivos_Acc\SMLC0201-161
TACY,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,09/10/1995 15:35,38:27.5,6.5,Mb,S/C,19.404505,-99.195246,18.74,-104.67,Suelo duro,436.99353,5,2.75,613.2326904,"['V', ' N90E', ' N00E']",55.42287173,100,0.070041545,0.395256917,0.004905818,0.007095376,0.001003805,56.66061455,7.293497582,613.2530739,BHZ,BHE,BHN,-,-,-,-,-,-,6.57,09/10/1995 15:35,C:\Users\huevo\Downloads\Archivos_Acc\TACY9510-091
UNIO,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,42:07.1,43:37.8,6.4,Mb,A,17.98762,-101.810623,18.18,-97.51,Roca,368.97467,69,2.752,478.6856747,"['N90W', ' V', ' N00W']",27.66570024,200,0.05611869,1.05056642,0.003149307,0.007008091,5.21E-05,29.23700805,5.143116833,483.6330997,BHE,BHZ,BHN,-,-,-,-,-,-,6.45,42:07.1,C:\Users\huevo\Downloads\Archivos_Acc\UNIO9906-151
TOMA,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,21/01/2016 18:06,21/01/2016 18:07,6.5,Mw,A,19.934402,-105.240699,18.79,-107.15,Roca,488.54379,10,2.7571,247.5201612,"['N00E', ' N90E', ' V']",11.49644493,200,0.014331316,7.053571429,0.000205387,0.002267419,0.000151192,7.88435901,2.606650948,247.7220826,BHN,BHE,BHZ,-,-,-,-,-,-,6.5,21/01/2016 18:06,C:\Users\huevo\Downloads\Archivos_Acc\TOMA1601-211
CDAO,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,12/02/2008 12:50,12/02/2008 12:53,6.6,Mw,S/C,19.373913,-99.096997,16.19,-94.54,Arcilla,211.91898,90,2.76,618.1430214,"['V', ' N90E', ' N00E']",8.738003165,100,0.3342422,0.338066261,0.111717849,0.030275638,0.002872205,74.179745,8.320697655,624.6605438,BHZ,BHE,BHN,-,-,-,-,-,-,6.6,12/02/2008 12:50,C:\Users\huevo\Downloads\Archivos_Acc\CDAO0802-122
