Clave,Institucion,Inst,Fecha,Hora_primera_muestra,Magnitud,Escala_magnitud,Calidad,Lat_estacion,Lon_estacion,Lat_epicentro,Lon_epicentro,Suelo,Vs30,Profundidad,PGA_Gal,Distancia_km,Canales,area_integral,Fs_hz,FFT_AmpMax,FFTFreq_AmpMax,FFT_power,FFT_std,FFT_q50,FFT_kurtosis,FFT_skew,Dist_hipocentro,Canal_1,Canal_2,Canal_3,Canal_4,Canal_5,Canal_6,Canal_7,Canal_8,Canal_9,Mw*,date,Filepath
EX08,"CIRES, A. C.",CIRES,16/02/2018 23:39,16/02/2018 17:37,7.2,Mc,A,19.4236,-99.1602,16.21,-98.01,Alto riesgo sismico,236.25122,16,32.38007,379.534606,"['N00E', ' +V', ' N90W']",519.9658202,100,0.173687187,0.540812224,0.030167239,0.018782198,0.000297964,42.49244109,6.057835811,379.8717115,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\EX0820180216233939
CJ04,CIRES,CIRES,30/09/1999 16:31,30/09/1999 16:32,7.4,Mc,A,19.41,-99.157,16.05,-97.004,Alto riesgo sismico,230.02853,39,32.39708,443.7361525,"['N00E', ' +V', ' N90W']",755.5232658,100,0.462657971,0.529043789,0.214052398,0.043708913,0.000715955,70.62915332,8.111156134,445.4467117,BHN,BHZ,BHE,-,-,-,-,-,-,7.534,30/09/1999 16:31,C:\Users\huevo\Downloads\Archivos_Acc\CJ0419990930163113
OXAE,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,23/09/2017 12:53,23/09/2017 12:52,6.1,Mw,A,17.001551,-96.721608,16.496,-95.146,Blando,242.76225,22,32.4495,183.9972779,"['N00E', ' N90E', ' V']",165.4529028,200,0.128703459,3.647398844,0.01656458,0.020534813,0.000126006,14.16952784,3.737507139,185.3078473,BHN,BHE,BHZ,-,-,-,-,-,-,6.1,23/09/2017 12:53,C:\Users\huevo\Downloads\Archivos_Acc\OXAE1709-232
SXPU,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,17:42.6,19/09/1985 00:00,6.8,Mb,B,19.039943,-98.215087,18.081,-102.942,Travertino,364.50735,15,32.601,536.315597,"['V', ' N90E', ' N00E']",146.2928901,100,0.908542745,1.124912116,0.825449919,0.137094597,0.005590639,20.97874036,4.555371165,536.5253206,BHZ,BHE,BHN,-,-,-,-,-,-,6.93,17:42.6,C:\Users\huevo\Downloads\Archivos_Acc\SXPU8509-191
JA43,CIRES,CIRES,08/09/2017 04:49,08/09/2017 04:51,8.2,Mc,A,19.4053,-99.125,14.76,-94.1,"Terreno blando, material compresible",204.74854,45,32.64025,760.9295307,"['S00E', ' +V', ' N90W']",840.5997996,100,0.305375893,0.389979339,0.093254436,0.028254044,0.000281243,77.47498563,8.596470447,762.2589788,BHN,BHZ,BHE,-,-,-,-,-,-,8.382,08/09/2017 04:49,C:\Users\huevo\Downloads\Archivos_Acc\JA4320170908044917
MY19,CIRES,CIRES,18/04/2014 14:27,18/04/2014 14:28,7.2,Mc,A,19.3461,-99.0433,17.01,-101.46,"Terreno blando, material compresible",226.7218,18,32.6758,373.7506458,"['S00E', ' +V', ' N90W']",898.9318601,100,0.299975007,0.406593407,0.089985005,0.02870579,0.000238361,66.34027066,7.816794667,374.1838388,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,18/04/2014 14:27,C:\Users\huevo\Downloads\Archivos_Acc\MY1920140418142721
OCLL,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,11/12/2011 01:47,11/12/2011 01:46,6.5,Mw,A,17.036585,-99.878515,17.84,-99.98,Roca,483.76218,58,32.6998,90.04557057,"['N90W', ' V', ' N00W']",121.431146,200,0.093659474,6.960526316,0.008772097,0.017765641,0.002523836,4.550421366,2.125116008,107.1083787,BHE,BHZ,BHN,-,-,-,-,-,-,6.5,11/12/2011 01:47,C:\Users\huevo\Downloads\Archivos_Acc\OCLL1112-111
TXS1,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,31:14.8,31:32.6,6.5,Mb,A,19.493,-98.973,15.95,-97.03,Arcilla,202.80644,16,32.829,449.316916,"['N90W', ' V', ' N00W']",938.5402928,100,0.315019631,0.389437451,0.099237368,0.029913282,3.36E-05,72.03939737,8.226183529,449.6017026,BHE,BHZ,BHN,-,-,-,-,-,-,6.57,31:14.8,C:\Users\huevo\Downloads\Archivos_Acc\TXS19909-301
ME52,CIRES,CIRES,20/03/2012 18:02,20/03/2012 18:03,7.4,Mc,A,19.4383,-99.182,16.25,-98.52,Transicion,277.33841,16,32.91128,362.0842288,"['N00E', ' +V', ' N90W']",353.3396661,100,0.251763821,1.066666667,0.063385021,0.026595971,0.000632424,52.2020904,7.026904314,362.4375653,BHN,BHZ,BHE,-,-,-,-,-,-,7.534,20/03/2012 18:02,C:\Users\huevo\Downloads\Archivos_Acc\ME5220120320180247
NONS,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,53:33.7,,6.4,Mb,J,19.45,-99.144,18.03,-98.29,Edificio,202.45233,70,33.007,184.2522404,"['N00E', ' +V', ' N90W']",214.4758316,33.33333333,1.289672882,0.546199363,1.663256144,0.165609706,0.01255308,21.67257375,4.350251468,197.1012128,BHN,BHZ,BHE,-,-,-,-,-,-,6.45,53:33.7,C:\Users\huevo\Downloads\Archivos_Acc\NONS8010-241
NZ31,CIRES,CIRES,30/09/1999 16:31,30/09/1999 16:32,7.4,Mc,B,19.417,-99.025,16.05,-97.004,"Terreno blando, material compresible",202.45175,39,33.1682,436.659657,"['S00E', ' +V', ' N90W']",1231.697626,200,0.157347354,0.532875723,0.02475819,0.014118505,0.000297205,89.35602285,9.350393291,438.3978285,BHN,BHZ,BHE,-,-,-,-,-,-,7.534,30/09/1999 16:31,C:\Users\huevo\Downloads\Archivos_Acc\NZ3119990930163113
HJ72,CIRES,CIRES,18/04/2014 14:27,18/04/2014 14:28,7.2,Mc,A,19.4251,-99.1301,17.01,-101.46,Alto riesgo sismico,232.3896,18,33.17492,373.1437639,"['N00E', ' +V', ' N90W']",705.6576864,100,0.278078905,0.510255128,0.077327877,0.028662265,0.000229669,52.70648015,6.90748666,373.5776607,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,18/04/2014 14:27,C:\Users\huevo\Downloads\Archivos_Acc\HJ7220140418142721
TLHD,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,31:14.8,30/09/1999 16:32,6.5,Mb,A,19.293,-99.035,15.95,-97.03,Arcilla,264.15567,16,33.21,433.4559353,"['N90W', ' V', ' N00W']",313.6613388,200,0.943396507,0.772261623,0.889996969,0.097593688,0.003208592,54.67941153,7.187570746,433.7511358,BHE,BHZ,BHN,-,-,-,-,-,-,6.57,31:14.8,C:\Users\huevo\Downloads\Archivos_Acc\TLHD9909-301
PE10,CIRES,CIRES,20/03/2012 18:02,20/03/2012 18:03,7.4,Mc,A,19.3809,-99.1318,16.25,-98.52,Arcilla,187.58604,16,33.24748,354.7246072,"['N00E', ' +V', ' N90W']",973.4991477,100,0.450466097,0.522207268,0.202919705,0.042436563,0.00079212,73.14224188,8.292790617,355.0852672,BHN,BHZ,BHE,-,-,-,-,-,-,7.534,20/03/2012 18:02,C:\Users\huevo\Downloads\Archivos_Acc\PE1020120320180247
EX08,"CIRES, A. C.",CIRES,08/09/2017 04:49,08/09/2017 23:49,8.2,Mc,A,19.4236,-99.1602,14.76,-94.1,Alto riesgo sismico,236.25122,45,33.36011,765.1858372,"['N00E', ' +V', ' N90W']",877.8638669,100,0.240105522,0.502318393,0.057650662,0.023335006,0.000277559,66.71421391,7.892946902,766.5079031,BHN,BHZ,BHE,-,-,-,-,-,-,8.382,08/09/2017 04:49,C:\Users\huevo\Downloads\Archivos_Acc\EX0820170908044917
CU80,CIRES,CIRES,06:34.5,22/01/2003 02:09,6.5,Mb,A,19.294,-99.104,18.6,-104.22,Arcilla,180,9,33.37891,574.0834977,"['N00E', ' +V', ' N90W']",491.1748363,100,0.511792573,0.477951636,0.261931637,0.050949235,0.001118457,65.24292991,7.883142234,574.1540406,BHN,BHZ,BHE,-,-,-,-,-,-,6.57,06:34.5,C:\Users\huevo\Downloads\Archivos_Acc\CU8020030122020634
CJ03,CIRES,CIRES,18/04/2014 14:27,18/04/2014 14:28,7.2,Mc,A,19.4097,-99.1567,17.01,-101.46,"Terreno blando, material compresible",230.02853,18,33.45981,369.8589788,"['S00E', ' +V', ' N90W']",658.5843324,100,0.207622557,0.566512799,0.043107126,0.020392467,0.000168758,65.80179757,7.836856933,370.2967246,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,18/04/2014 14:27,C:\Users\huevo\Downloads\Archivos_Acc\CJ0320140418142721
EX09,CIRES,CIRES,30/09/1999 16:31,30/09/1999 16:32,7.4,Mc,A,19.424,-99.16,16.05,-97.004,Estructura,236.25122,39,33.4738,445.2272052,"['N17W;+T', ' +V;+V', ' S73W;+L']",574.7954338,100,0.204138176,0.528658125,0.041672395,0.020711286,0.000583245,57.61710958,7.298340188,446.9320578,BHN,BHZ,BHE,-,-,-,-,-,-,7.534,30/09/1999 16:31,C:\Users\huevo\Downloads\Archivos_Acc\EX0919990930163113
OXPC,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,07/04/2011 13:11,07/04/2011 13:11,6.7,Mw,A,17.051219,-96.722974,17.2,-94.34,Blando,372.9541,167,33.4873,265.490568,"['N00W', ' N90W', ' V']",279.9808671,200,0.187887944,1.861111111,0.035301879,0.022937739,0.000264534,25.60685251,4.657121867,313.6466829,BHN,BHE,BHZ,-,-,-,-,-,-,6.7,07/04/2011 13:11,C:\Users\huevo\Downloads\Archivos_Acc\OXPC1104-071
CE32,CIRES,CIRES,20/03/2012 18:02,20/03/2012 18:03,7.4,Mc,A,19.3858,-99.0537,16.25,-98.52,Arcilla,226.63608,16,33.58278,353.6991102,"['N00E', ' +V', ' N90W']",615.5883944,100,0.152839492,0.438531134,0.02335991,0.015182018,0.000538052,61.34430967,7.637647818,354.0608148,BHN,BHZ,BHE,-,-,-,-,-,-,7.534,20/03/2012 18:02,C:\Users\huevo\Downloads\Archivos_Acc\CE3220120320180247
BL45,CIRES,CIRES,18/04/2014 14:27,18/04/2014 14:28,7.2,Mc,A,19.4253,-99.1481,17.01,-101.46,"Terreno blando, material compresible",217.90755,18,33.65511,371.7729758,"['S00E', ' +V', ' N90W']",599.4763861,100,0.269304261,0.518580144,0.072524785,0.02773787,0.000320508,52.68139226,6.902249529,372.2084706,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,18/04/2014 14:27,C:\Users\huevo\Downloads\Archivos_Acc\BL4520140418142721
CJ04,CIRES,CIRES,18/04/2014 14:27,18/04/2014 14:28,7.2,Mc,A,19.4098,-99.1566,17.01,-101.46,Alto riesgo sismico,230.02853,18,33.65517,369.8747009,"['N00E', ' +V', ' N90W']",595.9214454,100,0.149022848,0.566199111,0.022207809,0.014613178,0.000101904,65.51158976,7.812314082,370.312428,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,18/04/2014 14:27,C:\Users\huevo\Downloads\Archivos_Acc\CJ0420140418142721
ACAC,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,31:14.8,30/09/1999 16:32,6.5,Mb,A,16.84851,-99.85157,15.95,-97.03,Arcilla,561.67432,16,33.67,329.2680125,"['V', ' N90E', ' N00E']",320.9193285,100,1.187728452,1.809045226,1.410698875,0.120361161,0.007575413,54.27265871,6.926157828,329.6565243,BHZ,BHE,BHN,-,-,-,-,-,-,6.57,31:14.8,C:\Users\huevo\Downloads\Archivos_Acc\ACAC9909-301
AU11,CIRES,CIRES,14/09/1995 14:04,14/09/1995 14:05,7.3,Mc,B,19.392,-99.087,16.75,-98.66,"Terreno blando, material compresible",210.62404,21,33.82659,297.589138,"['S00E', ' +V', ' N90W']",681.7179287,200,0.139876237,0.538596984,0.019565362,0.012621546,0.000351726,87.43297896,9.230470216,298.3291723,BHN,BHZ,BHE,-,-,-,-,-,-,7.428,14/09/1995 14:04,C:\Users\huevo\Downloads\Archivos_Acc\AU1119950914140433
IB22,CIRES,CIRES,08/09/2017 04:49,08/09/2017 04:50,8.2,Mc,A,19.345,-99.1297,14.76,-94.1,Alto riesgo sismico,215.83322,45,33.8665,756.7801768,"['N00E', ' +V', ' N90W']",564.9387311,100,0.275929561,0.707750269,0.076137123,0.02665279,0.000567264,70.84211869,8.264730144,758.1169012,BHN,BHZ,BHE,-,-,-,-,-,-,8.382,08/09/2017 04:49,C:\Users\huevo\Downloads\Archivos_Acc\IB2220170908044917
TL08,CIRES,CIRES,18/04/2014 14:27,18/04/2014 14:28,7.2,Mc,A,19.45,-99.1336,17.01,-101.46,Arcilla,216.18156,18,33.87472,374.8726623,"['N00E', ' +V', ' N90W']",835.4619266,100,0.395542098,0.589307412,0.156453551,0.038364421,9.09E-05,67.79432538,7.970811286,375.3045603,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,18/04/2014 14:27,C:\Users\huevo\Downloads\Archivos_Acc\TL0820140418142721
TXCL,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,37:18.4,21/09/1985 00:00,6.3,Mb,J,19.48,-98.991,18.021,-101.479,Arcilla,184.53062,15,33.885,320.7125569,"['N00E', ' V', ' N90W']",507.857866,50,0.733813493,0.669992872,0.538482242,0.114741889,0.004710025,20.44100042,4.517242976,321.0631467,BHN,BHZ,BHE,-,-,-,-,-,-,6.33,37:18.4,C:\Users\huevo\Downloads\Archivos_Acc\TXCL8509-211
VG09,CIRES,CIRES,20/03/2012 18:02,20/03/2012 18:03,7.4,Mc,A,19.4539,-99.1225,16.25,-98.52,"Terreno blando, material compresible",203.77805,16,33.92245,362.5019643,"['S00E', ' +V', ' N90W']",684.3470719,100,0.204129044,0.568135035,0.041668667,0.020097767,0.000120579,63.55581218,7.691211505,362.854894,BHN,BHZ,BHE,-,-,-,-,-,-,7.534,20/03/2012 18:02,C:\Users\huevo\Downloads\Archivos_Acc\VG0920120320180247
TOTO,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,20/03/2012 18:02,20/03/2012 18:02,7.4,Mw,A,19.330241,-98.256828,16.251,-98.521,Roca,590.98724,16,33.9398,343.6537066,"['N00W', ' N90W', ' V']",369.6131977,200,0.12569164,0.902116402,0.015798388,0.0139308,9.04E-05,44.65352416,6.508232283,344.025973,BHN,BHE,BHZ,-,-,-,-,-,-,7.4,20/03/2012 18:02,C:\Users\huevo\Downloads\Archivos_Acc\TOTO1203-201
NZ20,CIRES,CIRES,30/09/1999 16:31,30/09/1999 16:32,7.4,Mc,A,19.403,-99,16.05,-97.004,Arcilla,210.29718,39,33.9478,433.8971487,"['N00E', ' +V', ' N90W']",806.2262239,100,0.264454707,0.393796359,0.069936292,0.025722226,0.000691727,64.06044438,7.762848066,435.6463424,BHN,BHZ,BHE,-,-,-,-,-,-,7.534,30/09/1999 16:31,C:\Users\huevo\Downloads\Archivos_Acc\NZ2019990930163113
TACY,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,17:42.6,19/09/1985 13:19,6.8,Mb,S/C,19.404505,-99.195246,18.081,-102.942,Suelo duro,436.99353,15,33.97,441.848832,"['V', ' S79W', ' S11E']",335.4659295,100,0.335602174,0.450990466,0.112628819,0.043422366,0.00188819,24.0193793,4.779072661,442.1033707,BHZ, S79W, S11E,-,-,-,-,-,-,6.93,17:42.6,C:\Users\huevo\Downloads\Archivos_Acc\TACY8509-191
CUIP,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,17:42.6,19/09/1985 13:19,6.8,Mb,A,19.33,-99.183,18.081,-102.942,Roca,367.31436,15,34.07,440.4509761,"['V', ' S90W', ' S00W']",269.8265157,100,0.941587069,0.505740842,0.886586208,0.108163356,0.003781002,36.96566641,5.875388179,440.7063221,BHZ,BHE,BHN,-,-,-,-,-,-,6.93,17:42.6,C:\Users\huevo\Downloads\Archivos_Acc\CUIP8509-191
CA59,CIRES,CIRES,14/09/1995 14:04,14/09/1995 14:10,7.3,Mc,B,19.426,-99.118,16.75,-98.66,"Terreno blando, material compresible",204.38908,21,34.08565,301.8842922,"['S00E', ' +V', ' N90W']",741.3183384,200,0.132478078,0.549121406,0.017550441,0.011945452,0.000332871,86.96722465,9.216456367,302.613823,BHN,BHZ,BHE,-,-,-,-,-,-,7.428,14/09/1995 14:04,C:\Users\huevo\Downloads\Archivos_Acc\CA5919950914140433
SCT2,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,18/04/2014 14:27,18/04/2014 14:27,7.2,Mw,A,19.394694,-99.148678,17.18,-101.19,Arcilla,232.70119,10,34.1147,334.9139675,"['N90W', ' V', ' N00W']",645.1943765,100,0.374692824,0.594230216,0.140394713,0.035757912,0.001410829,69.34294911,8.043852907,335.0632263,BHE,BHZ,BHN,-,-,-,-,-,-,7.2,18/04/2014 14:27,C:\Users\huevo\Downloads\Archivos_Acc\SCT21404-181
CI05,"CIRES, A. C.",CIRES,08/09/2017 04:49,08/09/2017 23:48,8.2,Mc,A,19.4186,-99.1653,14.76,-94.1,"Terreno blando, material compresible",240.32341,45,34.14878,765.2264673,"['N00E', ' +V', ' N90W']",937.983347,100,0.266451929,0.554494372,0.07099663,0.026493162,0.000344276,63.64095003,7.717449911,766.548463,BHN,BHZ,BHE,-,-,-,-,-,-,8.382,08/09/2017 04:49,C:\Users\huevo\Downloads\Archivos_Acc\CI0520170908044917
AU11,CIRES,CIRES,20/03/2012 18:02,20/03/2012 18:03,7.4,Mc,A,19.3919,-99.0869,16.25,-98.52,"Terreno blando, material compresible",210.62404,16,34.19867,355.0046903,"['S00E', ' +V', ' N90W']",926.4175508,100,0.087025036,0.381138211,0.007573357,0.008521509,0.000583676,66.27338433,7.917755395,355.365066,BHN,BHZ,BHE,-,-,-,-,-,-,7.534,20/03/2012 18:02,C:\Users\huevo\Downloads\Archivos_Acc\AU1120120320180247
MI15,CIRES,CIRES,16/02/2018 23:39,16/02/2018 23:40,7.2,Mc,A,19.2834,-99.1253,16.21,-98.01,"Terreno blando, material compresible",249.7728,16,34.22226,363.5526846,"['S00E', ' +V', ' N90W']",436.6774675,100,0.433711618,0.76417004,0.188105767,0.044015737,0.000414756,59.50144531,7.457876109,363.9045953,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\MI1520180216233939
CE32,CIRES,CIRES,08/09/2017 04:49,08/09/2017 04:51,8.2,Mc,A,19.3858,-99.0537,14.76,-94.1,Arcilla,226.63608,45,34.23138,753.6454565,"['N00E', ' +V', ' N90W']",904.2208989,100,0.256304548,0.334987593,0.065692021,0.02418524,0.000393136,80.35347969,8.867091318,754.9877311,BHN,BHZ,BHE,-,-,-,-,-,-,8.382,08/09/2017 04:49,C:\Users\huevo\Downloads\Archivos_Acc\CE3220170908044917
SJLL,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,25/09/2018 03:17,25/09/2018 03:16,5,Mw,A,16.657822,-98.498463,16.4765,-99.06,Roca,317.31677,5,34.2319,65.61456747,"['N00E', ' N90E', ' V']",54.49168804,200,0.095922436,6.64957265,0.009201114,0.017906379,0.001635437,8.81561779,2.971162162,65.80479819,BHN,BHE,BHZ,-,-,-,-,-,-,5,25/09/2018 03:17,C:\Users\huevo\Downloads\Archivos_Acc\SJLL1809-252
NZ31,CIRES,CIRES,14/09/1995 14:04,14/09/1995 14:05,7.3,Mc,B,19.417,-99.025,16.75,-98.66,"Terreno blando, material compresible",202.45175,21,34.23955,299.3212508,"['S00E', ' +V', ' N90W']",1055.935074,200,0.120879575,0.480182927,0.014611872,0.010554052,0.000300961,96.29684293,9.755424385,300.0570132,BHN,BHZ,BHE,-,-,-,-,-,-,7.428,14/09/1995 14:04,C:\Users\huevo\Downloads\Archivos_Acc\NZ3119950914140433
XP06,CIRES,CIRES,16/02/2018 23:39,16/02/2018 23:40,7.2,Mc,A,19.4198,-99.1353,16.21,-98.01,Alto riesgo sismico,208.14847,16,34.2733,378.2117878,"['N00E', ' +V', ' N90W']",601.6232323,100,0.431182482,0.463604853,0.185918333,0.041512067,0.000345374,66.80578442,7.868829205,378.5500712,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\XP0620180216233939
AE02,CIRES,CIRES,14/09/1995 14:04,06:00.0,7.3,Mc,A,19.429,-99.058,16.75,-98.66,Arcilla,180,21,34.29,301.160634,"['N00E', ' +V', ' N90E']",882.4652727,100,0.393387727,0.405543744,0.154753903,0.037183917,0.00071125,71.05247113,8.231400964,301.8919136,BHN,BHZ,BHE,-,-,-,-,-,-,7.428,14/09/1995 14:04,C:\Users\huevo\Downloads\Archivos_Acc\AE0219950914140433
OXCU,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,23/09/2017 12:53,23/09/2017 12:52,6.1,Mw,A,17.048881,-96.713269,16.496,-95.146,Arcilla,273.39093,22,34.3945,184.7981229,"['N90E', ' V', ' N00E']",187.8374693,200,0.207048557,2.648044693,0.042869105,0.02562053,6.54E-05,26.43683768,4.798776358,186.1030527,BHE,BHZ,BHN,-,-,-,-,-,-,6.1,23/09/2017 12:53,C:\Users\huevo\Downloads\Archivos_Acc\OXCU1709-232
OXTO,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,25/02/2011 13:07,25/02/2011 13:07,6,Mw,A,17.078389,-96.744158,17.73,-95.21,Aluvial,491.28497,135,34.5867,185.3402171,"['N00W', ' N90W', ' V']",151.5354479,200,0.092891032,1.882882883,0.008628744,0.01333011,0.000429112,15.80722649,3.71954582,229.2945618,BHN,BHE,BHZ,-,-,-,-,-,-,6,25/02/2011 13:07,C:\Users\huevo\Downloads\Archivos_Acc\OXTO1102-251
BL45,CIRES,CIRES,14/09/1995 14:04,14/09/1995 14:05,7.3,Mc,B,19.425,-99.148,16.75,-98.66,"Terreno blando, material compresible",217.90755,21,34.61734,302.3555251,"['S00E', ' +V', ' N90W']",503.4761637,200,0.205406639,0.703478507,0.042191887,0.019387048,0.000396602,71.82825016,8.288451856,303.0839217,BHN,BHZ,BHE,-,-,-,-,-,-,7.428,14/09/1995 14:04,C:\Users\huevo\Downloads\Archivos_Acc\BL4519950914140433
COMD,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,08/05/2014 17:00,08/05/2014 16:59,6.4,Mw,A,18.122359,-100.523804,17.11,-100.87,Roca,436.80292,17,34.7178,118.9693431,"['N90W', ' V', ' N00W']",122.7575276,200,0.057913017,1.010444753,0.003353918,0.013631629,0.000987119,2.502953683,1.854760076,120.1778041,BHE,BHZ,BHN,-,-,-,-,-,-,6.4,08/05/2014 17:00,C:\Users\huevo\Downloads\Archivos_Acc\COMD1405-081
XALA,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,29/07/2014 10:46,29/07/2014 10:45,6.4,Mw,A,19.529875,-96.901973,17.7,-95.63,Roca,470.97733,117,34.7416,247.8015245,"['V', ' N00E', ' N90E']",150.0043103,100,0.151446213,2.249921878,0.022935955,0.018923113,0.000132129,27.58711161,5.018350524,274.0339314,BHZ,BHN,BHE,-,-,-,-,-,-,6.4,29/07/2014 10:46,C:\Users\huevo\Downloads\Archivos_Acc\XALA1407-291
VM29,CIRES,CIRES,18/04/2014 14:27,18/04/2014 14:27,7.2,Mc,A,19.3811,-99.1253,17.01,-101.46,"Terreno blando, material compresible",192.19301,18,34.75646,370.0125288,"['S00E', ' +V', ' N90W']",938.7553368,100,0.2666049,0.457202505,0.071078173,0.026030513,0.000136919,62.03496626,7.526328895,370.4500931,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,18/04/2014 14:27,C:\Users\huevo\Downloads\Archivos_Acc\VM2920140418142721
SCT2,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,08/09/2021 01:47,08/09/2021 01:47,7.1,Mw,S/C,19.394694,-99.148678,16.78,-99.93,Arcilla,232.70119,10,34.8115,303.4437773,"['HNZ', ' HNN', ' HNE']",663.2486028,100,0.443083197,0.580193398,0.196322719,0.041963717,0.000953526,69.71898953,8.042963389,303.6085077,BHZ, HNN, HNE,-,-,-,-,-,-,7.1,08/09/2021 01:47,C:\Users\huevo\Downloads\Archivos_Acc\SCT22109-081
CB43,CIRES,CIRES,14/09/1995 14:04,14/09/1995 14:04,7.3,Mc,A,19.3877,-99.1578,16.75,-98.66,Transicion,261.28577,21,34.85499,298.47639,"['N00E', ' +V', ' N90W']",446.0675859,100,0.400702601,0.846908352,0.160562575,0.043599486,0.000659681,44.87244726,6.324313592,299.2142299,BHN,BHZ,BHE,-,-,-,-,-,-,7.428,14/09/1995 14:04,C:\Users\huevo\Downloads\Archivos_Acc\CB4319950914140433
AE02,CIRES,CIRES,18/04/2014 14:27,18/04/2014 14:28,7.2,Mc,A,19.429,-99.0584,17.01,-101.46,Arcilla,180,18,35.0611,379.0302726,"['N00E', ' +V', ' N90W']",931.6903365,100,0.189039775,0.46759639,0.035736036,0.021517781,0.000193372,37.74704418,5.977954178,379.4574384,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,18/04/2014 14:27,C:\Users\huevo\Downloads\Archivos_Acc\AE0220140418142721
TEAC,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,42:07.1,15/06/1999 20:42,6.4,Mb,A,18.61763,-99.454086,18.18,-97.51,Roca,442.72336,69,35.113,221.5819542,"['N90W', ' V', ' N00W']",151.2109422,200,0.221088934,2.864965676,0.048880317,0.03081103,0.000135423,22.6273562,4.579634328,232.0766305,BHE,BHZ,BHN,-,-,-,-,-,-,6.45,42:07.1,C:\Users\huevo\Downloads\Archivos_Acc\TEAC9906-151
OCLL,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,29:00.4,29:17.3,6.3,Mb,A,17.036585,-99.878515,16.603,-99.4,Roca,483.76218,19,35.24,71.80235801,"['V', ' N90E', ' N00E']",46.44727015,100,0.534282512,1.489203276,0.285457803,0.08040236,0.033338699,8.104018409,2.503254649,74.27367377,BHZ,BHE,BHN,-,-,-,-,-,-,6.33,29:00.4,C:\Users\huevo\Downloads\Archivos_Acc\OCLL8904-251
SI53,CIRES,CIRES,20/03/2012 18:02,20/03/2012 18:04,7.4,Mc,A,19.3753,-99.1483,16.25,-98.52,"Terreno blando, material compresible",255.21605,16,35.28303,354.4705361,"['S00E', ' +V', ' N90W']",644.7282166,100,0.367649079,0.73354232,0.135165845,0.035645925,0.000975324,71.82178475,8.301040795,354.8314543,BHN,BHZ,BHE,-,-,-,-,-,-,7.534,20/03/2012 18:02,C:\Users\huevo\Downloads\Archivos_Acc\SI5320120320180247
EX09,CIRES,CIRES,18/04/2014 14:27,18/04/2014 14:27,7.2,Mc,A,19.4236,-99.1602,17.01,-101.46,Alto riesgo sismico,236.25122,18,35.34318,370.7070236,"['N00E', ' +V', ' N90W']",631.9556969,100,0.170698226,0.544739798,0.029137884,0.01722739,7.26E-05,58.35266022,7.336164413,371.1437691,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,18/04/2014 14:27,C:\Users\huevo\Downloads\Archivos_Acc\EX0920140418142721
