,Clave,Institucion,Fecha,Hora_primera_muestra,Magnitud,Escala_magnitud,Calidad,Lat_estacion,Lon_estacion,Elev_estacion,Lat_epicentro,Lon_epicentro,Suelo,Profundidad,PGA_Gal,Distancia_km,Canales,area_integral,Fs_hz,FFT_AmpMax,FFTFreq_AmpMax,FFT_power,FFT_std,FFT_q50,FFT_kurtosis,FFT_skew,Filepath
464,CHFL,INSTITUTO DE INGENIERIA UNAM,2014/05/08 17:00:16,16:59:59.000,6.4,M,B,17.969493,-97.865638,1716.0,17.11,-100.87,Roca,17.0,8.0841,347.4715872869975,"['N90W', 'V', 'N00W']",48.61691751276232,200.0,0.043575527361959625,0.8538297340435761,0.001898826584872892,0.004291677856234496,1.9292306083650017e-05,64.41199467904202,7.804307499832303,C:\Users\huevo\Downloads\Archivos_Acc\CHFL1405-081
465,CHFL,INSTITUTO DE INGENIERIA UNAM,2014/05/10 07:36:01,07:35:53.000,6.1,M,B,17.969493,-97.865638,1716.0,17.06,-100.95,Roca,12.0,1.6711,357.5650278229197,"['N90W', 'V', 'N00W']",12.633544988215863,200.0,0.013289382182198096,0.8859874096525997,0.00017660767878452423,0.0013666660243756273,2.0846224253097154e-05,55.37617393092889,7.194342367495661,C:\Users\huevo\Downloads\Archivos_Acc\CHFL1405-101
466,CHFL,INSTITUTO DE INGENIERIA UNAM,2014/07/07 11:23:58,11:25:31.000,6.9,M,B,17.969493,-97.865638,1716.0,14.75,-92.63,Roca,60.0,0.9187,683.437706139484,"['N90W', 'V', 'N00W']",10.842473634346344,200.0,0.009374027534779898,0.6338624627742412,8.787239222281169e-05,0.0008854027980962943,2.262514736957934e-05,73.79586267817645,8.416702685710021,C:\Users\huevo\Downloads\Archivos_Acc\CHFL1407-071
467,CHFL,INSTITUTO DE INGENIERIA UNAM,2014/07/29 10:46:14,10:45:45.000,6.4,M,B,17.969493,-97.865638,1716.0,17.7,-95.63,Roca,117.0,12.2346,250.39121582381466,"['N90W', 'V', 'N00W']",42.49630270027324,200.0,0.025186021865831017,1.584786053882726,0.0006343356974261181,0.004143959590163805,0.00020140000202632566,9.34935288844396,2.969802499057499,C:\Users\huevo\Downloads\Archivos_Acc\CHFL1407-291
468,CHFL,INSTITUTO DE INGENIERIA UNAM,2015/12/17 19:49:54,19:51:05.000,6.6,M,A,17.969493,-97.865638,1716.0,15.76,-93.7,Roca,90.0,0.3189,524.3215044529363,"['N90W', 'V', 'N00W']",5.782122736812215,200.0,0.003982614087749416,0.7965116279069767,1.5861214971940113e-05,0.00047114518737277817,2.6050875151422843e-05,31.551905695066615,5.330356458003091,C:\Users\huevo\Downloads\Archivos_Acc\CHFL1512-171
469,CHFL,INSTITUTO DE INGENIERIA UNAM,2016/05/08 07:33:59,07:33:40.000,6.0,M,A,17.969493,-97.865638,1716.0,16.25,-97.98,Roca,35.0,2.5999,191.6213111507793,"['N90W', 'V', 'N00W']",15.704474733704503,200.0,0.011623305444851009,1.1170212765957446,0.0001351012294643031,0.0015929488176725287,4.782020343307021e-05,23.57221358098671,4.631859935550192,C:\Users\huevo\Downloads\Archivos_Acc\CHFL1605-081
470,CHFL,INSTITUTO DE INGENIERIA UNAM,2017/09/23 12:53:04,12:53:11.000,6.1,M,A,17.969493,-97.865638,1716.0,16.496,-95.146,Roca,22.0,1.7901,343.94322433830945,"['N90E', 'V', 'N00E']",12.93332280417602,200.0,0.009090331705787685,1.4365482233502538,8.263413052124885e-05,0.0013015791484436835,1.99477627670838e-05,21.786525189693183,4.509657371241605,C:\Users\huevo\Downloads\Archivos_Acc\CHFL1709-231
471,CHFL,INSTITUTO DE INGENIERIA UNAM,2018/02/16 23:39:39,23:39:18.000,7.2,M,A,17.969493,-97.865638,1716.0,16.218,-98.0135,Roca,16.0,13.6273,195.4499028059539,"['N90E', 'V', 'N00E']",79.27836528573593,200.0,0.03813204888222383,0.9790940766550522,0.0014540531519563076,0.004686075033026888,7.734101023367912e-05,30.120159564569263,5.1824702894567825,C:\Users\huevo\Downloads\Archivos_Acc\CHFL1802-161
472,CHFL,INSTITUTO DE INGENIERIA UNAM,2018/02/19 06:56:58,06:56:38.000,6.0,M,A,17.969493,-97.865638,1716.0,16.2477,-97.775,Roca,10.2,2.7783,191.71973568536188,"['N90E', 'V', 'N00E']",15.062421461297108,200.0,0.01509689262503813,1.1170212765957446,0.00022791616693193067,0.0016666461302955262,3.7598999628432007e-05,37.30942640366088,5.6919710402449075,C:\Users\huevo\Downloads\Archivos_Acc\CHFL1802-191
473,CHFL,INSTITUTO DE INGENIERIA UNAM,2018/03/20 16:43:55,16:44:12.000,5.0,M,A,17.969493,-97.865638,1716.0,15.948,-98.7318,Roca,14.6,0.2449,244.54468251748006,"['N90E', 'V', 'N00E']",1.7380342128471635,200.0,0.0025423439061440967,1.3442622950819674,6.463512537108024e-06,0.0003029900142140527,2.1453917031365912e-05,37.91092995160693,5.9377268795880065,C:\Users\huevo\Downloads\Archivos_Acc\CHFL1803-201
474,CHFL,INSTITUTO DE INGENIERIA UNAM,2019/02/01 16:14:12,16:16:08.000,6.5,M,A,17.969493,-97.865638,1716.0,14.5818,-92.4807,Roca,76.2,0.5936,707.4131802692941,"['N90E', 'V', 'N00E']",7.809809866336075,200.0,0.006514696941645779,0.8406593406593407,4.244127624148887e-05,0.0006734533410423546,2.032153039073645e-05,54.57651071313159,7.185467956852453,C:\Users\huevo\Downloads\Archivos_Acc\CHFL1902-011
475,CHFL,INSTITUTO DE INGENIERIA UNAM,2019/08/02 08:35:00,08:35:17.000,5.0,M,A,17.969493,-97.865638,1716.0,18.031,-95.4352,Roca,60.5,0.286,270.3389002293554,"['N90E', 'V', 'N00E']",1.7207030708251823,200.0,0.0012637754327680978,4.429752066115703,1.5971283444681928e-06,0.0002819799658125792,2.8898513286000997e-05,4.145952629418458,2.2671177162033422,C:\Users\huevo\Downloads\Archivos_Acc\CHFL1908-021
476,CHFL,INSTITUTO DE INGENIERIA UNAM,1999/06/15 20:42:07.1,20:41:36.810,6.4,Mb,A,17.969493,-97.865638,1694.0,18.18,-97.51,Roca,69.0,110.395,45.95345861785553,"['N90W', 'V', 'N00W']",392.7273183102701,200.0,0.40412008205964506,1.4867931975921844,0.16331304072389424,0.06777239152017396,0.0070954111549204465,8.64755392884678,2.830902301966344,C:\Users\huevo\Downloads\Archivos_Acc\CHFL9906-151
477,CHFL,INSTITUTO DE INGENIERIA UNAM,1999/09/30 16:31:14.8,16:31:13.000,6.5,Mb,A,17.969493,-97.865638,1694.0,15.95,-97.03,Roca,16.0,22.79,243.0224277183455,"['N90W', 'V', 'N00W']",127.20254584872612,200.0,0.12513788044485163,1.00552329698343,0.015659489122229982,0.019324745133911417,0.0009745033879953401,11.072729985944477,3.1488951835025314,C:\Users\huevo\Downloads\Archivos_Acc\CHFL9909-301
478,CHI1,INSTITUTO DE INGENIERIA UNAM,1981/10/25 03:22:13.5,--:--:--.-,6.1,Mb,J,17.553,-99.5,1360.0,17.88,-102.15,Roca,14.0,39.142,296.9014675931599,"['N00E', '+V', 'N90E']",169.71399224294572,50.0,2.212410107963606,0.5277044854881267,4.894758485819534,0.34721185751595807,0.017172330211781082,13.352737644436452,3.6581011679176094,C:\Users\huevo\Downloads\Archivos_Acc\CHI18110-251
479,CHI1,INSTITUTO DE INGENIERIA UNAM,1982/06/07 06:52:31.8,--:--:--.-,5.9,Mb,J,17.553,-99.5,1360.0,16.17,-98.36,Roca,18.0,54.583,199.29310585899967,"['N00E', '+V', 'N90E']",168.713915389736,50.0,3.9854695253690737,0.6514657980456026,15.88396733764559,0.444480566631606,0.01495911116458313,37.60412851242992,5.717467689824918,C:\Users\huevo\Downloads\Archivos_Acc\CHI18206-071
480,CHI1,INSTITUTO DE INGENIERIA UNAM,1982/06/07 10:59:36.5,--:--:--.-,6.3,Mb,J,17.553,-99.5,1360.0,16.26,-98.51,Roca,24.0,43.143,181.07877760475324,"['N00E', '+V', 'N90E']",114.55144228131681,50.0,2.334654366982249,0.8166969147005445,5.4506110132692855,0.38018966682742356,0.02733568703575384,11.156021569025075,3.266933937481313,C:\Users\huevo\Downloads\Archivos_Acc\CHI18206-072
481,CHI1,INSTITUTO DE INGENIERIA UNAM,1985/09/19 13:17:42.6,-,6.8,Mb,J,17.553,-99.5,1360.0,18.081,-102.942,Roca,15.0,187.327,387.2098552380137,"['N00E', 'V', 'N90W']",1344.1562049506654,50.0,4.571631854381937,0.5315379163713678,20.899817811999625,0.6283362626981362,0.19699001133710714,18.291218928814352,4.16370412199628,C:\Users\huevo\Downloads\Archivos_Acc\CHI18509-191
482,CHPA,INSTITUTO DE INGENIERIA UNAM,2016/04/15 14:11:25,14:12:06.000,6.1,M,A,16.247374,-93.912575,57.0,13.56,-92.28,?,12.0,2.5042,349.6418343002986,"['N90E', 'V', 'N00E']",11.913618838146581,100.0,0.01532068707383224,9.419642857142856,0.0002347234524142903,0.0030488020745538056,0.000856029395675017,3.77181630589756,1.9554200889168414,C:\Users\huevo\Downloads\Archivos_Acc\CHPA1604-151
483,CHPA,INSTITUTO DE INGENIERIA UNAM,2016/04/25 07:07:09,07:07:19.000,6.0,M,A,16.247374,-93.912575,57.0,14.26,-93.29,?,16.0,1.658,231.57541481221546,"['N90E', 'V', 'N00E']",13.238919243085748,100.0,0.01286258005494554,3.8249999999999997,0.0001654459656698828,0.002830282648623228,0.00037165530758991223,0.756970861850184,1.3864048759498135,C:\Users\huevo\Downloads\Archivos_Acc\CHPA1604-251
484,CHPA,INSTITUTO DE INGENIERIA UNAM,2016/04/27 12:51:19,12:51:28.000,6.0,M,A,16.247374,-93.912575,57.0,14.35,-93.26,?,20.0,2.4484,223.1081849352856,"['N90E', 'V', 'N00E']",17.78470185915626,100.0,0.014449260478070497,11.12396694214876,0.00020878112836313003,0.003550081210136814,0.0008077461188369813,0.5133113177902846,1.2584366666638682,C:\Users\huevo\Downloads\Archivos_Acc\CHPA1604-271
485,CHPA,INSTITUTO DE INGENIERIA UNAM,2017/06/14 07:29:04,07:28:53.000,6.9,M,A,16.247374,-93.912575,57.0,14.7282,-92.3167,?,107.1,20.0692,245.00021569426934,"['V', 'N00E', 'N90E']",106.59930970489401,100.0,0.0674286628198746,8.203296703296704,0.004546624569676339,0.01386305214523543,0.003913730768364315,1.9093173024038208,1.5061689851716038,C:\Users\huevo\Downloads\Archivos_Acc\CHPA1706-141
486,CHPA,INSTITUTO DE INGENIERIA UNAM,2017/06/22 12:31:03,12:31:59.000,6.8,M,A,16.247374,-93.912575,57.0,13.717,-90.972,?,38.0,1.7503,431.3700194259937,"['V', 'N00E', 'N90E']",15.345242876184368,100.0,0.01249468880341158,8.062992125984252,0.0001561172482940987,0.0029957767897285234,0.000186708486191101,2.045581659244756,1.76030943703515,C:\Users\huevo\Downloads\Archivos_Acc\CHPA1706-221
487,CHPA,INSTITUTO DE INGENIERIA UNAM,2017/09/23 12:53:04,12:52:13.000,6.1,M,A,16.247374,-93.912575,57.0,16.496,-95.146,?,22.0,20.1781,139.90920646231908,"['N90E', 'N00E', 'V']",89.29429143243928,100.0,0.05405517961199401,8.558252427184465,0.0029219624428849333,0.010818331950151805,0.0038524727550692073,2.1107007859259745,1.465574524283752,C:\Users\huevo\Downloads\Archivos_Acc\CHPA1709-232
488,CHPA,INSTITUTO DE INGENIERIA UNAM,2018/02/16 23:39:39,23:40:34.000,7.2,M,A,16.247374,-93.912575,57.0,16.218,-98.0135,?,16.0,1.7232,456.01374942552843,"['N90E', 'N00E', 'V']",19.29576155800786,100.0,0.024350268440295066,0.6024096385542169,0.0005929355731144299,0.002906253226185206,0.00012089690161567513,33.70152122687214,5.390923303579359,C:\Users\huevo\Downloads\Archivos_Acc\CHPA1802-162
489,CHPA,INSTITUTO DE INGENIERIA UNAM,2018/05/13 17:10:41,17:10:15.000,5.0,M,A,16.247374,-93.912575,57.0,16.98,-95.1228,?,104.5,2.5336,157.307827948636,"['N90E', 'N00E', 'V']",10.066270909129255,100.0,0.009321234879662072,10.801324503311259,8.688541968182879e-05,0.0019163905090615586,0.0003758866641920208,2.4868356178826145,1.639231356020748,C:\Users\huevo\Downloads\Archivos_Acc\CHPA1805-131
490,CHPA,INSTITUTO DE INGENIERIA UNAM,2019/02/01 16:14:12,16:13:39.000,6.5,M,A,16.247374,-93.912575,57.0,14.5818,-92.4807,Aluvial,76.2,30.1637,244.23435245258094,"['V', 'N00E', 'N90E']",156.7765824920828,100.0,0.10161172717499391,7.8954545454545455,0.010324943099485395,0.020144585752048985,0.0033813070757955756,3.274913821477173,1.80540664065301,C:\Users\huevo\Downloads\Archivos_Acc\CHPA1902-012
491,CHPA,INSTITUTO DE INGENIERIA UNAM,2020/06/23 15:29:03,15:28:46,7.4,M,B,16.247374,-93.912575,57.0,15.784,-96.12,Sin informacion,22.6,6.6711,250.80410801029885,"['HNZ', 'HNN', 'HNE']",53.84914756418934,100.0,0.015655348782943886,0.45616927727397627,0.0002450899455156226,0.0023162518715160924,0.0004283604260455525,8.540597139577283,2.5001442146185693,C:\Users\huevo\Downloads\Archivos_Acc\CHPA2006-231
492,CI05,CIRES,10/SEP/93 19:12:57.0,19:12:50.00,7.2,Mc,B,19.419,-99.165,2233.0,14.8,-92.68,"Terreno blando, material compresible",34.0,3.12647,885.3126469948381,"['S00E', '+V', 'N90W']",79.77565762726303,200.0,0.04725642935000168,0.6386861313868613,0.0022331701149117004,0.0041809918999505405,0.0010035552100037591,85.52524375753359,9.153360791844072,C:\Users\huevo\Downloads\Archivos_Acc\CI0519930910191257
493,CI05,CIRES,14/SEP/95 14:04:33.0,14:05:31.00,7.3,Mc,B,19.419,-99.165,2233.0,16.75,-98.66,"Terreno blando, material compresible",21.0,41.95808,302.0449242022723,"['S00E', '+V', 'N90W']",99.9405758805162,200.0,0.33471385108351986,0.9615384615384615,0.11203336210716071,0.03481151180873168,0.0009367310665493898,50.656566504402996,6.8397596909348914,C:\Users\huevo\Downloads\Archivos_Acc\CI0519950914140433
494,CI05,CIRES,11/ENE/97 20:28:26.0,20:29:26.00,7.1,Mc,B,19.419,-99.165,2233.0,18.34,-102.58,"Terreno blando, material compresible",40.0,18.71214,398.23412955474316,"['S00E', '+V', 'N90W']",402.0657597343206,200.0,0.14999399011392878,0.6761491031390134,0.022498197070297363,0.0137977118117653,0.0004054296995951484,78.93923557367918,8.728102465935072,C:\Users\huevo\Downloads\Archivos_Acc\CI0519970111202826
495,CI05,CIRES,30/SEP/99 16:31:13.0,16:32:24.00,7.4,Mc,B,19.419,-99.165,2233.0,16.05,-97.004,"Terreno blando, material compresible",39.0,41.68936,445.0587435330747,"['S00E', '+V', 'N90W']",689.7666290873046,200.0,0.21603983741506572,0.7107612781954887,0.04667321135032803,0.020701136647680175,0.000374776128757488,70.67307809537165,8.180834927070348,C:\Users\huevo\Downloads\Archivos_Acc\CI0519990930163113
496,CI05,CIRES,13/ENE/01 17:33:46.0,17:39:22.00,7.6,Mc,B,19.419,-99.165,2233.0,13.15,-89.94,"Terreno blando, material compresible",10.0,3.01309,1240.2147194290615,"['N00E', '+V', 'N90E']",60.44418513545776,200.0,0.029414404084251743,0.5552279874213836,0.0008652071676316457,0.0025842055779736546,0.0004739432356786319,89.60446144146248,9.391541072000303,C:\Users\huevo\Downloads\Archivos_Acc\CI0520010113173346
497,CI05,CIRES,22/ENE/03 02:06:34.5,02:08:35.00,6.5,Mb,B,19.419,-99.165,2233.0,18.6,-104.22,"Terreno blando, material compresible",9.0,24.86402,569.4199334413667,"['N00E', '+V', 'N90E']",411.73279274587804,200.0,0.15309458432202197,0.6466806220095694,0.023437951748732696,0.013964270813540838,0.0004390101637979016,83.72846344518514,9.054079506747032,C:\Users\huevo\Downloads\Archivos_Acc\CI0520030122020634
498,CI05,CIRES,20/MAR/12 18:02:47.0,18:03:49.00,7.4,Mc,A,19.4186,-99.1653,2233.0,16.25,-98.52,"Terreno blando, material compresible",16.0,57.9299,359.56453932946687,"['S00E', '+V', 'N90W']",736.719566686544,100.0,0.2592792549669197,0.5649588289112535,0.06722573205620097,0.025985830747033853,0.00013379950079277862,60.08428139312028,7.457148496764221,C:\Users\huevo\Downloads\Archivos_Acc\CI0520120320180247
499,CI05,CIRES,07/NOV/12 16:35:50.0,16:39:46.00,7.3,Mc,A,19.4186,-99.1653,2233.0,14.02,-92.31,"Terreno blando, material compresible",17.0,4.32094,970.2674531813606,"['S00E', '+V', 'N90W']",94.72082270333799,100.0,0.0589809228437889,0.5882566541994989,0.003478749259504979,0.005460182788420964,0.0002595052228114553,77.56971331017105,8.65433400585522,C:\Users\huevo\Downloads\Archivos_Acc\CI0520121107163550
500,CI05,CIRES,18/ABR/14 14:27:21.0,14:28:18.00,7.2,Mc,A,19.4186,-99.1653,2233.0,17.01,-101.46,"Terreno blando, material compresible",18.0,42.17115,369.91331615867006,"['S00E', '+V', 'N90W']",780.1655025273391,100.0,0.2880013305261718,0.5776699029126213,0.08294476638484524,0.028636911319611106,0.00018001728613534118,58.173337506795896,7.291052133503728,C:\Users\huevo\Downloads\Archivos_Acc\CI0520140418142721
501,CI05,"CIRES, A. C.",08/SEP/17 04:49:17.0,23:48:09.00,8.2,Mc,A,19.4186,-99.1653,2233.0,14.76,-94.1,"Terreno blando, material compresible",45.0,34.14878,765.2264672506309,"['N00E', '+V', 'N90W']",937.9833469771124,100.0,0.2664519290154994,0.5544943716039538,0.07099663047608074,0.026493162203913966,0.0003442759356441583,63.64095003080912,7.717449911298402,C:\Users\huevo\Downloads\Archivos_Acc\CI0520170908044917
502,CI05,"CIRES, A. C.",19/SEP/17 18:14:39.0,13:13:57.00,7.1,Mc,A,19.4186,-99.1653,2233.0,18.32,-98.67,"Terreno blando, material compresible",51.0,114.24343,133.99999219099035,"['N00E', '+V', 'N90W']",1832.21800667252,100.0,0.9972675924663293,0.6048448375429318,0.9945426509835887,0.10354115592094715,0.0005148937125788271,48.727800614857365,6.55132307844664,C:\Users\huevo\Downloads\Archivos_Acc\CI0520170919181439
503,CI05,"CIRES, A. C.",16/FEB/18 23:39:39.0,17:39:36.00,7.2,Mc,A,19.4186,-99.1653,2233.0,16.21,-98.01,"Terreno blando, material compresible",16.0,29.8073,379.2029363697016,"['N00E', '+V', 'N90W']",483.72955744087835,100.0,0.3278586574723128,0.5885294457052737,0.10749129927954733,0.03384897514094631,0.00013827778246392546,51.641923574902115,6.872859006357341,C:\Users\huevo\Downloads\Archivos_Acc\CI0520180216233939
504,CJ03,CIRES,14/SEP/95 14:04:33.0,14:05:46.00,7.3,Mc,B,19.41,-99.157,2233.0,16.75,-98.66,"Terreno blando, material compresible",21.0,26.09445,300.89702419217474,"['S00E', '+V', 'N90W']",532.6115453935307,200.0,0.17306108682298954,0.78125,0.029950139772354323,0.01638235684671223,0.00035128754735190825,71.3120566474829,8.275485960350728,C:\Users\huevo\Downloads\Archivos_Acc\CJ0319950914140433
505,CJ03,CIRES,11/ENE/97 20:28:26.0,20:29:43.00,7.1,Mc,B,19.41,-99.157,2233.0,18.34,-102.58,"Terreno blando, material compresible",40.0,16.19394,398.78272416468735,"['S00E', '+V', 'N90W']",342.30789454758764,200.0,0.13773364636594332,0.6352219626168224,0.018970557341258732,0.012776148787723615,0.0003770207160353083,81.63727097272312,8.92894103841746,C:\Users\huevo\Downloads\Archivos_Acc\CJ0319970111202826
506,CJ03,CIRES,30/SEP/99 16:31:13.0,16:32:17.00,7.4,Mc,B,19.41,-99.157,2233.0,16.05,-97.004,"Terreno blando, material compresible",39.0,32.09843,443.7361524617082,"['S00E', '+V', 'N90W']",701.8599915710229,200.0,0.18087961238226596,0.6344193262411347,0.03271743417555878,0.017010362627121033,0.00032564580150484774,77.38124308867201,8.639875390198773,C:\Users\huevo\Downloads\Archivos_Acc\CJ0319990930163113
507,CJ03,CIRES,09/AGO/00 11:41:47.7,11:43:05.00,6.1,Mb,B,19.41,-99.157,2233.0,17.99,-102.66,"Terreno blando, material compresible",16.0,11.18478,420.3022440786224,"['N00E', '+V', 'N90E']",247.46004536983054,200.0,0.11277909793096569,0.5912162162162161,0.012719124930122349,0.010349695288572441,0.000392444607595156,85.73384666772648,9.18764915297916,C:\Users\huevo\Downloads\Archivos_Acc\CJ0320000809114147
508,CJ03,CIRES,13/ENE/01 17:33:46.0,17:39:35.00,7.6,Mc,B,19.41,-99.157,2233.0,13.15,-89.94,"Terreno blando, material compresible",10.0,2.17336,1238.9165254690283,"['N00E', '+V', 'N90E']",48.517986783902636,200.0,0.03050246673203492,0.5169172932330827,0.0009304004767388971,0.0026805652912103165,0.0004354975793444458,91.63906816578782,9.501840133848368,C:\Users\huevo\Downloads\Archivos_Acc\CJ0320010113173346
509,CJ03,CIRES,22/ENE/03 02:06:34.5,02:08:17.00,6.5,Mb,B,19.41,-99.157,2233.0,18.6,-104.22,"Terreno blando, material compresible",9.0,18.93419,570.1391095724297,"['N00E', '+V', 'N90E']",349.6631523605219,200.0,0.1120391087646727,0.6274131274131274,0.012552761892782158,0.010235525923723126,0.0003475156074480967,85.28224915245688,9.17030068027166,C:\Users\huevo\Downloads\Archivos_Acc\CJ0320030122020634
510,CJ03,CIRES,20/MAR/12 18:02:47.0,18:03:37.00,7.4,Mc,A,19.4097,-99.1567,2233.0,16.25,-98.52,"Terreno blando, material compresible",16.0,41.43215,358.4047401842363,"['S00E', '+V', 'N90W']",624.400754986603,100.0,0.23984484144387938,0.5868653935724265,0.05752554796723964,0.023845576414243546,0.00021108503942057554,61.21457076967938,7.550753835125479,C:\Users\huevo\Downloads\Archivos_Acc\CJ0320120320180247
511,CJ03,CIRES,07/NOV/12 16:35:50.0,16:39:53.00,7.3,Mc,A,19.4097,-99.1567,2233.0,14.02,-92.31,"Terreno blando, material compresible",17.0,3.67292,968.9039089175764,"['S00E', '+V', 'N90W']",90.42806427917387,100.0,0.05512242493593479,0.5869565217391305,0.0030384817308177657,0.005071020481026077,0.0003032500895975666,79.26275062869246,8.780486750213425,C:\Users\huevo\Downloads\Archivos_Acc\CJ0320121107163550
512,CJ03,CIRES,18/ABR/14 14:27:21.0,14:28:18.00,7.2,Mc,A,19.4097,-99.1567,2233.0,17.01,-101.46,"Terreno blando, material compresible",18.0,33.45981,369.8589788407122,"['S00E', '+V', 'N90W']",658.5843324361753,100.0,0.20762255652629727,0.5665127989928661,0.04310712597851551,0.02039246717444074,0.0001687576843459541,65.80179757344844,7.8368569326917115,C:\Users\huevo\Downloads\Archivos_Acc\CJ0320140418142721
513,CJ03,"CIRES, A. C.",08/SEP/17 04:49:17.0,23:48:09.00,8.2,Mc,A,19.4097,-99.1567,2233.0,14.76,-94.1,"Terreno blando, material compresible",45.0,30.53728,763.85269216658,"['N00E', '+V', 'N90W']",869.204698916304,100.0,0.2270959085794885,0.5616666666666666,0.0515725516935434,0.02187337811784675,0.0003348346427808329,70.6816512473334,8.217054045575203,C:\Users\huevo\Downloads\Archivos_Acc\CJ0320170908044917
514,CJ03,"CIRES, A. C.",19/SEP/17 18:14:39.0,13:13:57.00,7.1,Mc,A,19.4097,-99.1567,2233.0,18.32,-98.67,"Terreno blando, material compresible",51.0,111.99449,132.70558804507607,"['N00E', '+V', 'N90W']",1634.0567585406761,100.0,0.9455180593228226,0.6078842588371174,0.8940044005055967,0.09505580457782961,0.0004819420170511471,55.826572221008945,7.05953516511607,C:\Users\huevo\Downloads\Archivos_Acc\CJ0320170919181439
515,CJ03,"CIRES, A. C.",16/FEB/18 23:39:39.0,17:39:36.00,7.2,Mc,A,19.4097,-99.1567,2233.0,16.21,-98.01,"Terreno blando, material compresible",16.0,25.25804,377.94828173152194,"['N00E', '+V', 'N90W']",430.005854540933,100.0,0.30004402562142873,0.5923760433896218,0.09002641731111258,0.029998682314079463,0.00013914256623889456,57.170670107214356,7.256620805832723,C:\Users\huevo\Downloads\Archivos_Acc\CJ0320180216233939
516,CJ04,CIRES,10/SEP/93 19:12:57.0,19:17:00.08,7.2,Mc,A,19.41,-99.157,2233.0,14.8,-92.68,Alto riesgo sismico,34.0,3.12,884.0075572038246,"['N00E', '+V', 'N90W']",38.78646707513435,100.0,0.10084198202038697,0.5217958473747146,0.010169105337800048,0.009272146734946906,0.00120866714031523,78.80031549107758,8.727664172499418,C:\Users\huevo\Downloads\Archivos_Acc\CJ0419930910191257
517,CJ04,CIRES,14/SEP/95 14:04:33.0,14:05:29.00,7.3,Mc,A,19.41,-99.157,2233.0,16.75,-98.66,Alto riesgo sismico,21.0,27.08,300.89702419217474,"['N00E', '+V', 'N90E']",520.085823273386,100.0,0.3203219218729525,0.5617767124826786,0.10260613363238189,0.032584285878663855,0.0006053855647150785,54.352827038258276,7.072404399580282,C:\Users\huevo\Downloads\Archivos_Acc\CJ0419950914140433
518,CJ04,CIRES,11/ENE/97 20:28:26.0,20:29:51.00,7.1,Mc,A,19.41,-99.157,2233.0,18.34,-102.58,Alto riesgo sismico,40.0,16.64699,398.78272416468735,"['N00E', '+V', 'N90W']",311.3457545253033,100.0,0.43596448779504643,0.5056,0.1900650346183972,0.041398206950169825,0.0009133106970713188,70.00340691834234,8.096291252622208,C:\Users\huevo\Downloads\Archivos_Acc\CJ0419970111202826
519,CJ04,CIRES,30/SEP/99 16:31:13.0,16:32:40.00,7.4,Mc,A,19.41,-99.157,2233.0,16.05,-97.004,Alto riesgo sismico,39.0,32.39708,443.7361524617082,"['N00E', '+V', 'N90W']",755.5232657651136,100.0,0.46265797096112865,0.5290437890974083,0.21405239809386856,0.043708912789296124,0.0007159551891923778,70.629153315978,8.11115613360136,C:\Users\huevo\Downloads\Archivos_Acc\CJ0419990930163113
520,CJ04,CIRES,09/AGO/00 11:41:47.7,11:43:23.00,6.1,Mb,A,19.41,-99.157,2233.0,17.99,-102.66,Alto riesgo sismico,16.0,11.66684,420.3022440786224,"['N00E', '+V', 'N90W']",248.92811679701643,100.0,0.26753189375437986,0.5033112582781457,0.07157331417580479,0.024609838199313953,0.0007892258536741699,77.1728826039448,8.574635218927158,C:\Users\huevo\Downloads\Archivos_Acc\CJ0420000809114147
521,CJ04,CIRES,22/ENE/03 02:06:34.5,02:08:39.00,6.5,Mb,A,19.41,-99.157,2233.0,18.6,-104.22,Alto riesgo sismico,9.0,18.68478,570.1391095724297,"['N00E', '+V', 'N90W']",380.44808976291637,100.0,0.24942840714731188,0.5103189493433395,0.062214530292045184,0.023287662662037054,0.0006847834880535405,74.67417153404205,8.437449803498536,C:\Users\huevo\Downloads\Archivos_Acc\CJ0420030122020634
522,CJ04,CIRES,20/MAR/12 18:02:47.0,18:04:02.00,7.4,Mc,A,19.4098,-99.1566,2233.0,16.25,-98.52,Alto riesgo sísmico,16.0,42.5496,358.41344431457003,"['N00E', '+V', 'N90W']",757.584330694497,100.0,0.36042226094007607,0.5706051873198847,0.12990420618115628,0.03543227546068155,0.0006000596747306068,63.04803836086826,7.636885300973649,C:\Users\huevo\Downloads\Archivos_Acc\CJ0420120320180247
523,CJ04,CIRES,07/NOV/12 16:35:50.0,16:40:19.00,7.3,Mc,A,19.4098,-99.1566,2233.0,14.02,-92.31,Alto riesgo sísmico,17.0,3.58086,968.9020497463371,"['N00E', '+V', 'N90W']",77.29644784178474,100.0,0.08109641647214137,0.5815217391304348,0.006576628764623002,0.007474647975750043,0.00021175256547913192,79.1170156986062,8.765461240673236,C:\Users\huevo\Downloads\Archivos_Acc\CJ0420121107163550
